opportunity,code_pair,source_field,target_field,novelty,priority,base_score,prior_contact,mediators,motifs
weak institutions -> firm location decisions,O17 -> R30,"Economic development, innovation, and growth","Urban, rural, and regional economics",Cross-field boundary,0.4080684608947792,0.20844748346639944,0,11,11
antidumping measures -> housing prices,F18 -> R31,International economics,"Urban, rural, and regional economics",Cross-field boundary,0.4080316440580997,0.20586946288523783,0,14,14
decrease in transport costs -> full employment,R41 -> E24,"Urban, rural, and regional economics",Macroeconomics and monetary economics,Cross-field boundary,0.4078776672088283,0.20826472053512227,0,11,11
banks -> lower tobin's q,G21 -> R42,Financial economics,"Urban, rural, and regional economics",Cross-field boundary,0.40771626353121654,0.20614133441371363,0,13,13
borrowing costs -> firm location decisions,H74 -> R30,Public economics,"Urban, rural, and regional economics",Cross-field boundary,0.407704072448105,0.20612969835851938,0,13,13
labor market institutions -> joint ownership,J08 -> R21,Labor and demographic economics,"Urban, rural, and regional economics",Cross-field boundary,0.40769450773577764,0.2079217692875602,0,11,11
social security -> firm location decisions,H55 -> R30,Public economics,"Urban, rural, and regional economics",Cross-field boundary,0.4075657198536571,0.20514357601093636,0,14,14
centrality measures -> firm location decisions,C10 -> R30,Mathematical and quantitative methods,"Urban, rural, and regional economics",Cross-field boundary,0.4074392552499825,0.2065673895712964,0,12,12
location choices -> privatization,R32 -> L33,"Urban, rural, and regional economics",Industrial organization,Cross-field boundary,0.4074225048508479,0.20572241192354307,0,13,13
decrease in transport costs -> price volatility,R41 -> G13,"Urban, rural, and regional economics",Financial economics,Cross-field boundary,0.40742100551476096,0.20748863749548635,0,11,11
sustainability of collusion -> distance to jobs,K21 -> R23,Law and economics,"Urban, rural, and regional economics",Cross-field boundary,0.4072979898471765,0.20552414679596853,0,13,13
health capital -> city size,I15 -> R12,"Health, education, and welfare","Urban, rural, and regional economics",Cross-field boundary,0.407276630220886,0.2063280057755353,0,12,12
economic health -> city size,I10 -> R12,"Health, education, and welfare","Urban, rural, and regional economics",Cross-field boundary,0.40726812307584476,0.2054771441757933,0,13,13
city size -> health capital,R12 -> I15,"Urban, rural, and regional economics","Health, education, and welfare",Cross-field boundary,0.40724492951462715,0.2062892214710099,0,12,12
joint ownership -> perturbation methods,R21 -> C60,"Urban, rural, and regional economics",Mathematical and quantitative methods,Cross-field boundary,0.40721517566949256,0.20825140018086402,0,10,10
perturbation methods -> housing prices,C60 -> R31,Mathematical and quantitative methods,"Urban, rural, and regional economics",Cross-field boundary,0.4072108950051588,0.207118702768296,0,11,11
commuting costs -> full employment,R48 -> E24,"Urban, rural, and regional economics",Macroeconomics and monetary economics,Cross-field boundary,0.4069679495356133,0.20782336167297225,0,10,10
hub-and-spoke system -> housing prices,L93 -> R31,Industrial organization,"Urban, rural, and regional economics",Cross-field boundary,0.40695905645217434,0.20673922059585023,0,11,11
military spending -> firm location decisions,H56 -> R30,Public economics,"Urban, rural, and regional economics",Cross-field boundary,0.40682284175709654,0.20658551095911287,0,11,11
legal aid -> distance to jobs,K36 -> R23,Law and economics,"Urban, rural, and regional economics",Cross-field boundary,0.4067934186316264,0.20476943535648712,0,13,13
increase in public debt -> firm location decisions,H69 -> R30,Public economics,"Urban, rural, and regional economics",Cross-field boundary,0.4067763967135345,0.20474628455315297,0,13,13
data accumulation -> firm location decisions,C80 -> R30,Mathematical and quantitative methods,"Urban, rural, and regional economics",Cross-field boundary,0.40661442147747767,0.20725065477455926,0,10,10
legal aid -> agglomeration,K36 -> R11,Law and economics,"Urban, rural, and regional economics",Cross-field boundary,0.40647193621463534,0.20430650503812606,0,13,13
media freedom -> agglomeration,L82 -> R11,Industrial organization,"Urban, rural, and regional economics",Cross-field boundary,0.4062637248096133,0.20569899213503828,0,11,11
city size -> sentiments,R12 -> A13,"Urban, rural, and regional economics",General economics and teaching,Cross-field boundary,0.4060613108374891,0.20450038177509944,0,12,12
antidumping measures -> distance to jobs,F18 -> R23,International economics,"Urban, rural, and regional economics",Cross-field boundary,0.4059312471995094,0.20621398913236716,0,10,10
job satisfaction -> housing prices,J28 -> R31,Labor and demographic economics,"Urban, rural, and regional economics",Cross-field boundary,0.40580723971501476,0.20502131635401305,0,11,11
fertility -> restrictive roo,J13 -> R33,Labor and demographic economics,"Urban, rural, and regional economics",Cross-field boundary,0.40564867759250306,0.2048138988441872,0,11,11
housing prices -> oil prices,R31 -> L71,"Urban, rural, and regional economics",Industrial organization,Cross-field boundary,0.4056417204924385,0.2057905011489239,0,10,10
rent extraction -> gender,R38 -> J16,"Urban, rural, and regional economics",Labor and demographic economics,Cross-field boundary,0.4055884892886605,0.20571642222813905,0,10,10
distance to jobs -> political support for the union,R23 -> J58,"Urban, rural, and regional economics",Labor and demographic economics,Cross-field boundary,0.40556444672239533,0.20676813628951105,0,9,9
city size -> economic health,R12 -> I10,"Urban, rural, and regional economics","Health, education, and welfare",Cross-field boundary,0.4053976148234734,0.20444452863678703,0,11,11
zoning regulations -> counterfeiting,R52 -> K42,"Urban, rural, and regional economics",Law and economics,Cross-field boundary,0.4053410641739683,0.20529791853112184,0,10,10
financial innovations -> firm location decisions,G29 -> R30,Financial economics,"Urban, rural, and regional economics",Cross-field boundary,0.4052614736979116,0.20420138942654534,0,11,11
firm location decisions -> health improvements,R30 -> I12,"Urban, rural, and regional economics","Health, education, and welfare",Cross-field boundary,0.40515259111085,0.20613316857260544,0,9,9
social security -> lower tobin's q,H55 -> R42,Public economics,"Urban, rural, and regional economics",Cross-field boundary,0.4051476452459622,0.20402657683220105,0,11,11
supply shocks -> housing prices,Q43 -> R31,"Agriculture, natural resources, and environment","Urban, rural, and regional economics",Cross-field boundary,0.40506676391461693,0.20872275543344282,0,7,7
political economy factors -> neighborhood-based cost functions,P19 -> R20,Economic systems,"Urban, rural, and regional economics",Cross-field boundary,0.4050475406949344,0.2048580798514336,0,10,10
segregation -> price volatility,R28 -> G13,"Urban, rural, and regional economics",Financial economics,Cross-field boundary,0.40501041306597035,0.20590353589940566,0,9,9
distance to jobs -> offshoring,R23 -> L24,"Urban, rural, and regional economics",Industrial organization,Cross-field boundary,0.40494331890024227,0.20470898072673252,0,10,10
military spending -> restrictive roo,H56 -> R33,Public economics,"Urban, rural, and regional economics",Cross-field boundary,0.4049015826969826,0.2046594242550482,0,10,10
city size -> uniform policy,R12 -> L67,"Urban, rural, and regional economics",Industrial organization,Cross-field boundary,0.4048712597872774,0.20699432565265974,0,8,8
city size -> a ban on child labor,R12 -> J88,"Urban, rural, and regional economics",Labor and demographic economics,Cross-field boundary,0.40483402344824404,0.20562949366508101,0,9,9
commuting costs -> workers' bargaining power,R48 -> J52,"Urban, rural, and regional economics",Labor and demographic economics,Cross-field boundary,0.4048106999666275,0.20562689250544627,0,9,9
restrictive roo -> monetary policy,R33 -> E52,"Urban, rural, and regional economics",Macroeconomics and monetary economics,Cross-field boundary,0.40473372597103213,0.20548549845129227,0,9,9
health capital -> joint ownership,I15 -> R21,"Health, education, and welfare","Urban, rural, and regional economics",Cross-field boundary,0.4047032159617419,0.20434660584732356,0,10,10
citation counts -> joint ownership,A14 -> R21,General economics and teaching,"Urban, rural, and regional economics",Cross-field boundary,0.40461173434705894,0.20422376678471635,0,10,10
agglomeration -> categorization,R11 -> Y90,"Urban, rural, and regional economics",Miscellaneous,Cross-field boundary,0.40458804079395605,0.20415302039563107,0,10,10
cafe regulation -> location choices,M38 -> R32,Business administration and business economics,"Urban, rural, and regional economics",Cross-field boundary,0.4045739304317732,0.20524697667396513,0,9,9
constitutional reforms -> joint ownership,K10 -> R21,Law and economics,"Urban, rural, and regional economics",Cross-field boundary,0.4044402126626931,0.20393975456328037,0,10,10
liquidity -> neighborhood-based cost functions,E41 -> R20,Macroeconomics and monetary economics,"Urban, rural, and regional economics",Cross-field boundary,0.4043658594068254,0.20614233700573195,0,8,8
housing prices -> perturbation methods,R31 -> C60,"Urban, rural, and regional economics",Mathematical and quantitative methods,Cross-field boundary,0.4043550886178823,0.20607255055379922,0,8,8
lower tobin's q -> family background,R42 -> J12,"Urban, rural, and regional economics",Labor and demographic economics,Cross-field boundary,0.40432375988789937,0.20484541194917696,0,9,9
bayesian learning -> housing prices,C11 -> R31,Mathematical and quantitative methods,"Urban, rural, and regional economics",Cross-field boundary,0.40428595316553134,0.20604355673413746,0,8,8
privatization -> firm location decisions,L33 -> R30,Industrial organization,"Urban, rural, and regional economics",Cross-field boundary,0.4042361697469893,0.20473359893506535,0,9,9
foreign aid -> lower tobin's q,F35 -> R42,International economics,"Urban, rural, and regional economics",Cross-field boundary,0.4042248204798679,0.20362815777347748,0,10,10
education -> housing prices,I29 -> R31,"Health, education, and welfare","Urban, rural, and regional economics",Cross-field boundary,0.4041496685320328,0.20457546109923097,0,9,9
zoning regulations -> educational policies,R52 -> I28,"Urban, rural, and regional economics","Health, education, and welfare",Cross-field boundary,0.404123662146291,0.20456399646165171,0,9,9
resource allocation -> decrease in transport costs,D45 -> R41,Microeconomics,"Urban, rural, and regional economics",Cross-field boundary,0.40407759850321834,0.20447491549343597,0,9,9
compliance with ntpos -> city size,L31 -> R12,Industrial organization,"Urban, rural, and regional economics",Cross-field boundary,0.404055032895942,0.2033802800500308,0,10,10
tri -> investment,R19 -> G31,"Urban, rural, and regional economics",Financial economics,Cross-field boundary,0.40399476724682215,0.20554766121644424,0,8,8
instrument rules -> joint ownership,C26 -> R21,Mathematical and quantitative methods,"Urban, rural, and regional economics",Cross-field boundary,0.4039770815727153,0.20433155588940383,0,9,9
fiscal capacity -> restrictive roo,H39 -> R33,Public economics,"Urban, rural, and regional economics",Cross-field boundary,0.4039759116129282,0.20326670483211712,0,10,10
financial crises -> location choices,G01 -> R32,Financial economics,"Urban, rural, and regional economics",Cross-field boundary,0.40396555036911563,0.204303190501644,0,9,9
housing prices -> supply shocks,R31 -> Q43,"Urban, rural, and regional economics","Agriculture, natural resources, and environment",Cross-field boundary,0.40394624266068,0.20559437021852114,0,8,8
restrictive roo -> pollution,R33 -> Q53,"Urban, rural, and regional economics","Agriculture, natural resources, and environment",Cross-field boundary,0.40384569561259254,0.2041614341529384,0,9,9
perturbation methods -> joint ownership,C60 -> R21,Mathematical and quantitative methods,"Urban, rural, and regional economics",Cross-field boundary,0.4038183787674207,0.2040818701200703,0,9,9
health -> firm location decisions,I19 -> R30,"Health, education, and welfare","Urban, rural, and regional economics",Cross-field boundary,0.40379747934611854,0.20404043267516278,0,9,9
commuting costs -> hegemony,R48 -> F54,"Urban, rural, and regional economics",International economics,Cross-field boundary,0.40376247404050675,0.20400390474779562,0,9,9
decrease in transport costs -> offshoring,R41 -> L24,"Urban, rural, and regional economics",Industrial organization,Cross-field boundary,0.40368520373879907,0.20507642683067243,0,8,8
entry restrictions -> distance to jobs,Z38 -> R23,Other special topics,"Urban, rural, and regional economics",Cross-field boundary,0.40363160177168544,0.2049931389931399,0,8,8
uniform policy -> city size,L67 -> R12,Industrial organization,"Urban, rural, and regional economics",Cross-field boundary,0.40361591396006447,0.20498453361097008,0,8,8
anticipated ramsey reforms -> housing prices,H00 -> R31,Public economics,"Urban, rural, and regional economics",Cross-field boundary,0.40356973802167884,0.2049754154974787,0,8,8
lower tobin's q -> poverty,R42 -> I32,"Urban, rural, and regional economics","Health, education, and welfare",Cross-field boundary,0.403529903081411,0.2048353810516581,0,8,8
neighborhood-based cost functions -> political economy factors,R20 -> P19,"Urban, rural, and regional economics",Economic systems,Cross-field boundary,0.4034778244464923,0.2048019533250194,0,8,8
decrease in transport costs -> resource allocation,R41 -> D45,"Urban, rural, and regional economics",Microeconomics,Cross-field boundary,0.4034231050807741,0.20349122798950753,0,9,9
political institutions -> firm location decisions,D02 -> R30,Microeconomics,"Urban, rural, and regional economics",Cross-field boundary,0.40341593194437264,0.20466974504010377,0,8,8
strategic behavior -> housing prices,C70 -> R31,Mathematical and quantitative methods,"Urban, rural, and regional economics",Cross-field boundary,0.4034041590670015,0.20467773027766165,0,8,8
economic health -> housing prices,I10 -> R31,"Health, education, and welfare","Urban, rural, and regional economics",Cross-field boundary,0.40337719557046814,0.2034191300075956,0,9,9
economic policies -> decrease in transport costs,E64 -> R41,Macroeconomics and monetary economics,"Urban, rural, and regional economics",Cross-field boundary,0.40336110117751306,0.20340157282835633,0,9,9
increased education levels -> location choices,I25 -> R32,"Health, education, and welfare","Urban, rural, and regional economics",Cross-field boundary,0.4033525295201267,0.20338547536722215,0,9,9
monitoring -> commuting costs,E50 -> R48,Macroeconomics and monetary economics,"Urban, rural, and regional economics",Cross-field boundary,0.4031812829669417,0.2031309447234252,0,9,9
firm location decisions -> consumption,R30 -> E21,"Urban, rural, and regional economics",Macroeconomics and monetary economics,Cross-field boundary,0.40312502923107413,0.20423560544565006,0,8,8
housing prices -> institutional changes,R31 -> O43,"Urban, rural, and regional economics","Economic development, innovation, and growth",Cross-field boundary,0.4031150729236169,0.20304335022522732,0,9,9
bankruptcy -> agglomeration,K35 -> R11,Law and economics,"Urban, rural, and regional economics",Cross-field boundary,0.4030761620588689,0.20419740999484529,0,8,8
capital mobility -> planner's preferences,F20 -> R14,International economics,"Urban, rural, and regional economics",Cross-field boundary,0.4030438287142783,0.20414444977223037,0,8,8
price stickiness -> firm location decisions,C54 -> R30,Mathematical and quantitative methods,"Urban, rural, and regional economics",Cross-field boundary,0.40301389149872646,0.2054350700399043,0,7,7
compliance with ntpos -> agglomeration,L31 -> R11,Industrial organization,"Urban, rural, and regional economics",Cross-field boundary,0.40299795378712755,0.2028724230182715,0,9,9
neighborhood-based cost functions -> aggregate demand,R20 -> E00,"Urban, rural, and regional economics",Macroeconomics and monetary economics,Cross-field boundary,0.40298667526905424,0.205460377196453,0,7,7
efficiency wages -> planner's preferences,J33 -> R14,Labor and demographic economics,"Urban, rural, and regional economics",Cross-field boundary,0.40295101492301555,0.20279930175620997,0,9,9
financial mercantilism -> agglomeration,F39 -> R11,International economics,"Urban, rural, and regional economics",Cross-field boundary,0.40294521411995476,0.20396889288601935,0,8,8
distance to jobs -> sustainability of collusion,R23 -> K21,"Urban, rural, and regional economics",Law and economics,Cross-field boundary,0.40291579973131053,0.20390839195986823,0,8,8
distance to jobs -> conceptual artists,R23 -> Z11,"Urban, rural, and regional economics",Other special topics,Cross-field boundary,0.4028331314700707,0.20379357562016637,0,8,8
social security -> lolr facilities,H55 -> R53,Public economics,"Urban, rural, and regional economics",Cross-field boundary,0.4028204443944769,0.2037755342168434,0,8,8
ownership -> firm location decisions,H13 -> R30,Public economics,"Urban, rural, and regional economics",Cross-field boundary,0.40281266908592656,0.20377007675315975,0,8,8
rtas -> fdi,R49 -> F23,"Urban, rural, and regional economics",International economics,Cross-field boundary,0.40280206657682727,0.20679529866137106,0,6,6
price volatility -> decrease in transport costs,G13 -> R41,Financial economics,"Urban, rural, and regional economics",Cross-field boundary,0.40280084408327915,0.20374879788152206,0,8,8
wicksellian rules -> distance to jobs,E12 -> R23,Macroeconomics and monetary economics,"Urban, rural, and regional economics",Cross-field boundary,0.4027379670383033,0.20248262476457773,0,9,9
commuting costs -> home production,R48 -> D13,"Urban, rural, and regional economics",Microeconomics,Cross-field boundary,0.4027007442387011,0.20497014409432537,0,7,7
neighborhood-based cost functions -> vertical integration,R20 -> L22,"Urban, rural, and regional economics",Industrial organization,Cross-field boundary,0.40269682152855196,0.20358808839532816,0,8,8
borrowing constraints -> zoning regulations,F34 -> R52,International economics,"Urban, rural, and regional economics",Cross-field boundary,0.4026922836907924,0.20356866691325198,0,8,8
joint ownership -> great depression,R21 -> N22,"Urban, rural, and regional economics",Economic history,Cross-field boundary,0.4026199689237093,0.20490554996617327,0,7,7
joint ownership -> gradualist approach,R21 -> B52,"Urban, rural, and regional economics",History of economic thought,Cross-field boundary,0.40257598743649314,0.20340398016168237,0,8,8
gaming -> agglomeration,L83 -> R11,Industrial organization,"Urban, rural, and regional economics",Cross-field boundary,0.40256121300221726,0.2034029697419586,0,8,8
joint ownership -> citation counts,R21 -> A14,"Urban, rural, and regional economics",General economics and teaching,Cross-field boundary,0.40254721772658286,0.2033764489373821,0,8,8
price volatility -> segregation,G13 -> R28,Financial economics,"Urban, rural, and regional economics",Cross-field boundary,0.40253265681467687,0.20335976977226336,0,8,8
city size -> total effort,R12 -> A39,"Urban, rural, and regional economics",General economics and teaching,Cross-field boundary,0.40250338699934796,0.20330256402781524,0,8,8
timtobuild -> firm location decisions,L74 -> R30,Industrial organization,"Urban, rural, and regional economics",Cross-field boundary,0.40240171193202295,0.2044839299393187,0,7,7
legal frameworks -> housing prices,K29 -> R31,Law and economics,"Urban, rural, and regional economics",Cross-field boundary,0.4024015556139157,0.2031361352532146,0,8,8
alcohol consumption -> housing prices,L66 -> R31,Industrial organization,"Urban, rural, and regional economics",Cross-field boundary,0.40235085295239426,0.20439248712671057,0,7,7
family background -> lower tobin's q,J12 -> R42,Labor and demographic economics,"Urban, rural, and regional economics",Cross-field boundary,0.4023412158394351,0.20304395097224093,0,8,8
restrictive roo -> fertility,R33 -> J13,"Urban, rural, and regional economics",Labor and demographic economics,Cross-field boundary,0.40233784997086447,0.2030387054280865,0,8,8
geoengineering breakthroughs -> higher domestic demand,Q55 -> R22,"Agriculture, natural resources, and environment","Urban, rural, and regional economics",Cross-field boundary,0.40233590804325436,0.20304934098370664,0,8,8
firm location decisions -> retirement decisions,R30 -> J26,"Urban, rural, and regional economics",Labor and demographic economics,Cross-field boundary,0.4023089847480725,0.2043304813900372,0,7,7
discount factor -> zoning regulations,H43 -> R52,Public economics,"Urban, rural, and regional economics",Cross-field boundary,0.4022982958694175,0.20299722568851436,0,8,8
risk-taking behavior -> lolr facilities,D91 -> R53,Microeconomics,"Urban, rural, and regional economics",Cross-field boundary,0.40223118784333817,0.20288727589544608,0,8,8
location choices -> financial crises,R32 -> G01,"Urban, rural, and regional economics",Financial economics,Cross-field boundary,0.40222332527073096,0.20421634731620383,0,7,7
unions -> commuting costs,J51 -> R48,Labor and demographic economics,"Urban, rural, and regional economics",Cross-field boundary,0.4021965717612762,0.20284360903185789,0,8,8
legal aid -> housing prices,K36 -> R31,Law and economics,"Urban, rural, and regional economics",Cross-field boundary,0.40213326057166765,0.20274744583230594,0,8,8
lolr facilities -> statistical discrimination,R53 -> J79,"Urban, rural, and regional economics",Labor and demographic economics,Cross-field boundary,0.40211866235971067,0.20409421610737058,0,7,7
workers' bargaining power -> commuting costs,J52 -> R48,Labor and demographic economics,"Urban, rural, and regional economics",Cross-field boundary,0.4020221889507086,0.20258915377971223,0,8,8
economic indicators -> commuting costs,E01 -> R48,Macroeconomics and monetary economics,"Urban, rural, and regional economics",Cross-field boundary,0.40198638229457695,0.20252657548883865,0,8,8
tax competition -> planner's preferences,H26 -> R14,Public economics,"Urban, rural, and regional economics",Cross-field boundary,0.40198570683046375,0.20384037680372402,0,7,7
retirement decisions -> lower tobin's q,J26 -> R42,Labor and demographic economics,"Urban, rural, and regional economics",Cross-field boundary,0.401946389813151,0.202471184111797,0,8,8
financial development -> neighborhood-based cost functions,O16 -> R20,"Economic development, innovation, and growth","Urban, rural, and regional economics",Cross-field boundary,0.40190621576958446,0.20371841116540332,0,7,7
restrictive roo -> carbon pricing,R33 -> Q58,"Urban, rural, and regional economics","Agriculture, natural resources, and environment",Cross-field boundary,0.40189562654150934,0.2023919141175075,0,8,8
distance to jobs -> a ban on child labor,R23 -> J88,"Urban, rural, and regional economics",Labor and demographic economics,Cross-field boundary,0.4018737213058606,0.20520268588598928,0,6,6
public funding -> restrictive roo,I22 -> R33,"Health, education, and welfare","Urban, rural, and regional economics",Cross-field boundary,0.401870287365249,0.20236160041167148,0,8,8
teacher effectiveness -> segregation,A21 -> R28,General economics and teaching,"Urban, rural, and regional economics",Cross-field boundary,0.40186475431242125,0.20526926253347869,0,6,6
labor market institutions -> housing prices,J08 -> R31,Labor and demographic economics,"Urban, rural, and regional economics",Cross-field boundary,0.4018523134254226,0.2051986947850609,0,6,6
supply shocks -> firm location decisions,Q31 -> R30,"Agriculture, natural resources, and environment","Urban, rural, and regional economics",Cross-field boundary,0.4017912244281306,0.2035878537725414,0,7,7
neighborhood-based cost functions -> bargaining power,R20 -> C79,"Urban, rural, and regional economics",Mathematical and quantitative methods,Cross-field boundary,0.40173233177972234,0.20346430307979296,0,7,7
public funding -> firm location decisions,I22 -> R30,"Health, education, and welfare","Urban, rural, and regional economics",Cross-field boundary,0.40172160325732537,0.2021426942387964,0,8,8
joint ownership -> health capital,R21 -> I15,"Urban, rural, and regional economics","Health, education, and welfare",Cross-field boundary,0.4016924222810028,0.20340862937758716,0,7,7
dividends -> segregation,G35 -> R28,Financial economics,"Urban, rural, and regional economics",Cross-field boundary,0.40169189290186197,0.20340362629574607,0,7,7
policy coordination -> firm location decisions,F42 -> R30,International economics,"Urban, rural, and regional economics",Cross-field boundary,0.4016916514332183,0.20339518599456113,0,7,7
covid-19 pandemic -> planner's preferences,H12 -> R14,Public economics,"Urban, rural, and regional economics",Cross-field boundary,0.40167292908542235,0.20336888678491785,0,7,7
business groups -> housing prices,L39 -> R31,Industrial organization,"Urban, rural, and regional economics",Cross-field boundary,0.4016706338038511,0.2033570432897105,0,7,7
rtas -> lower prices,R49 -> P22,"Urban, rural, and regional economics",Economic systems,Cross-field boundary,0.4016660571834297,0.20496487049952417,0,6,6
