opportunity,code_pair,source_field,target_field,novelty,priority,base_score,prior_contact,mediators,motifs
emu -> seller revenue,F36 -> L85,International economics,Industrial organization,Cross-field boundary,0.43305417403328633,0.23216793075188627,0,40,40
emu -> climate change,F36 -> Q54,International economics,"Agriculture, natural resources, and environment",Cross-field boundary,0.43109087557122694,0.23069886710303755,0,36,36
exchange rates -> gender,F31 -> J16,International economics,Labor and demographic economics,Cross-field boundary,0.42976277618012626,0.2279881771198146,0,38,38
trade liberalization -> expected returns,F13 -> G17,International economics,Financial economics,Cross-field gap,0.42972389493439983,0.2606820295828523,2,153,153
economic shocks -> financial fragility,F69 -> G51,International economics,Financial economics,Cross-field gap,0.428969377720861,0.33542682432706017,132,186,186
gender -> exchange rates,J16 -> F31,Labor and demographic economics,International economics,Cross-field boundary,0.42894293671681344,0.22747703870155506,0,35,35
fixed exchange rate regime -> entrepreneurship,F33 -> M13,International economics,Business administration and business economics,Cross-field boundary,0.4288284526232305,0.2272513717131114,0,36,36
immigration -> central bank independence,F22 -> E58,International economics,Macroeconomics and monetary economics,Cross-field boundary,0.4276115424175254,0.22535645263104273,0,36,36
antidumping measures -> innovation incentives,F18 -> O31,International economics,"Economic development, innovation, and growth",Cross-field boundary,0.42757153219065647,0.22880580835447123,0,27,27
exchange rates -> inequality,F31 -> I24,International economics,"Health, education, and welfare",Cross-field gap,0.4275616924518501,0.2810061841945504,11,178,178
exchange rates -> auction outcomes,F31 -> D44,International economics,Microeconomics,Cross-field gap,0.42726387295022134,0.29852105332635515,18,134,134
trade liberalization -> training,F13 -> M53,International economics,Business administration and business economics,Cross-field boundary,0.42537967616645483,0.22821104544399778,0,21,21
terms of trade -> financial distress,F14 -> G33,International economics,Financial economics,Cross-field gap,0.4251707635712063,0.30739524980402183,39,172,172
capital controls -> measurement errors,F38 -> C83,International economics,Mathematical and quantitative methods,Cross-field boundary,0.4247237448030851,0.22027710809435816,0,37,37
advertising -> financial instability,M37 -> F65,Business administration and business economics,International economics,Cross-field boundary,0.4243375343133709,0.2241143808433046,0,26,26
emu -> corruption,F36 -> H57,International economics,Public economics,Cross-field boundary,0.42420653387088497,0.22178084024978337,0,31,31
fixed exchange rate regime -> labor supply,F33 -> J20,International economics,Labor and demographic economics,Cross-field boundary,0.4237682991244357,0.22172981067047187,0,30,30
trade liberalization -> age,F13 -> J14,International economics,Labor and demographic economics,Cross-field boundary,0.42354332749583723,0.22145646355003612,0,29,29
financial integration -> pollution,F30 -> Q53,International economics,"Agriculture, natural resources, and environment",Cross-field boundary,0.42342475042384237,0.2226314996987943,0,26,26
efficiency wages -> emu,J33 -> F36,Labor and demographic economics,International economics,Cross-field boundary,0.42331668978220893,0.22011513593509008,0,32,32
higher prices -> borrowing constraints,D49 -> F34,Microeconomics,International economics,Cross-field gap,0.42329783563305323,0.31835386925603965,51,135,135
transparency -> terms of trade,G38 -> F14,Financial economics,International economics,Cross-field gap,0.4232132563379753,0.2706013524560185,9,182,182
trade liberalization -> public education,F13 -> H52,International economics,Public economics,Cross-field boundary,0.42300204359517746,0.2240677894575179,0,23,23
antidumping measures -> auction outcomes,F18 -> D44,International economics,Microeconomics,Cross-field boundary,0.4229520558615899,0.2234107920506574,0,23,23
capital mobility -> discount factor,F20 -> H43,International economics,Public economics,Cross-field boundary,0.42293745667032867,0.22352786831647284,0,23,23
seller revenue -> emu,L85 -> F36,Industrial organization,International economics,Cross-field boundary,0.42276793487440634,0.2216673594130349,0,26,26
immigration -> zero lower bound,F22 -> E49,International economics,Macroeconomics and monetary economics,Cross-field boundary,0.4227332565416896,0.22026549823904784,0,29,29
cultural factors -> exchange rates,Z10 -> F31,Other special topics,International economics,Cross-field boundary,0.4225592634372969,0.22063554440171437,0,27,27
higher education -> emu,I23 -> F36,"Health, education, and welfare",International economics,Cross-field boundary,0.42224164522765695,0.21788316233729307,0,33,33
economic integration -> gender,F15 -> J16,International economics,Labor and demographic economics,Cross-field boundary,0.4220624894839534,0.21765984833307558,0,33,33
public funding -> trade liberalization,I22 -> F13,"Health, education, and welfare",International economics,Cross-field boundary,0.4219793760347043,0.2167399345044163,0,35,35
hegemony -> innovation incentives,F54 -> O31,International economics,"Economic development, innovation, and growth",Cross-field boundary,0.42150227797163575,0.21820768995800477,0,29,29
regulatory competition -> exchange rates,K20 -> F31,Law and economics,International economics,Cross-field boundary,0.42127793567669186,0.22029194247267816,0,24,24
foreign aid -> managerial decisions,F35 -> M51,International economics,Business administration and business economics,Cross-field boundary,0.42126004939486633,0.2169857178992519,0,31,31
antidumping measures -> increased uncertainty,F18 -> D89,International economics,Microeconomics,Cross-field boundary,0.42122887755281396,0.21719436079496884,0,31,31
public education -> exchange rates,H52 -> F31,Public economics,International economics,Cross-field boundary,0.42117034386438873,0.21690403979347259,0,31,31
trade -> truthful reporting,F19 -> Y30,International economics,Miscellaneous,Cross-field boundary,0.4210163748028032,0.21674710174951267,0,31,31
immigration -> dividends,F22 -> G35,International economics,Financial economics,Cross-field boundary,0.4209709485201357,0.2178744119109348,0,28,28
public education -> trade liberalization,H52 -> F13,Public economics,International economics,Cross-field boundary,0.42092669475418065,0.21584008892400539,0,33,33
antidumping measures -> entrepreneurial activity,F18 -> L26,International economics,Industrial organization,Cross-field boundary,0.42080653766881665,0.2195662735434529,0,24,24
fertility -> increased emissions,J13 -> F64,Labor and demographic economics,International economics,Cross-field boundary,0.42066102159376306,0.2174433042960612,0,28,28
capital mobility -> efficiency wages,F20 -> J33,International economics,Labor and demographic economics,Cross-field boundary,0.4205930983232712,0.21652499249261883,0,30,30
fixed exchange rate regime -> human capital,F33 -> J24,International economics,Labor and demographic economics,Cross-field gap,0.42032127389555485,0.22498681665116532,1,115,115
globalization -> auction outcomes,F60 -> D44,International economics,Microeconomics,Cross-field boundary,0.42026331774907316,0.2176490539407921,0,26,26
fixed exchange rate regime -> reduced labor usage,F33 -> J89,International economics,Labor and demographic economics,Cross-field boundary,0.4202601187419611,0.21633795660772792,0,29,29
globalization -> pollution,F60 -> Q53,International economics,"Agriculture, natural resources, and environment",Cross-field boundary,0.42007305349717394,0.21839431168292625,0,24,24
globalization -> entrepreneurship,F60 -> M13,International economics,Business administration and business economics,Cross-field boundary,0.4199990851553023,0.21635015414339395,0,28,28
health insurance -> terms of trade,I13 -> F14,"Health, education, and welfare",International economics,Cross-field boundary,0.41987187620297994,0.21621656892084504,0,28,28
media freedom -> exchange rates,L82 -> F31,Industrial organization,International economics,Cross-field boundary,0.4196357392492634,0.21765576993340569,0,24,24
fixed exchange rate regime -> income inequality,F33 -> D31,International economics,Microeconomics,Cross-field gap,0.4195875375230439,0.27125967754841057,11,165,165
terms of trade -> age,F14 -> J14,International economics,Labor and demographic economics,Cross-field boundary,0.41954894955260125,0.21654989034239067,0,26,26
capital controls -> ethnic diversity,F38 -> J15,International economics,Labor and demographic economics,Cross-field boundary,0.41943510586677174,0.2147831896370581,0,30,30
mergers -> forecasts,G34 -> F17,Financial economics,International economics,Cross-field boundary,0.4191114856343685,0.21735767416486604,0,23,23
fixed exchange rate regime -> labor force participation,F33 -> J21,International economics,Labor and demographic economics,Cross-field boundary,0.418938673841161,0.21474562647184423,0,28,28
globalization -> government revenue,F60 -> H27,International economics,Public economics,Cross-field boundary,0.4189248958098098,0.2149527230928639,0,28,28
globalization -> home production,F60 -> D13,International economics,Microeconomics,Cross-field boundary,0.41887210461273705,0.21655331902700123,0,24,24
exchange rates -> predation,F31 -> Q57,International economics,"Agriculture, natural resources, and environment",Cross-field boundary,0.4188399675672756,0.21578304264569914,0,25,25
higher dependency ratio -> exchange rates,J19 -> F31,Labor and demographic economics,International economics,Cross-field boundary,0.41876322403378874,0.2222423103913101,0,15,15
exchange rates -> conceptual artists,F31 -> Z11,International economics,Other special topics,Cross-field boundary,0.41853843688849296,0.21446819591518831,0,27,27
globalization -> gender,F60 -> J16,International economics,Labor and demographic economics,Cross-field boundary,0.41846041487013025,0.21696109771489447,0,22,22
health insurance -> fdi,I13 -> F23,"Health, education, and welfare",International economics,Cross-field boundary,0.41845326954147277,0.2153707471284499,0,25,25
instrument rules -> terms of trade,C26 -> F14,Mathematical and quantitative methods,International economics,Cross-field boundary,0.4183932046265945,0.22040654470945445,0,16,16
corruption -> emu,H57 -> F36,Public economics,International economics,Cross-field boundary,0.418377996642417,0.21510366492754573,0,25,25
emu -> increasing returns,F36 -> I26,International economics,"Health, education, and welfare",Cross-field boundary,0.4182998170749158,0.21294371666740272,0,30,30
labor supply -> fixed exchange rate regime,J22 -> F33,Labor and demographic economics,International economics,Cross-field boundary,0.4182994670361093,0.21379310019712444,0,28,28
less-confident households -> trade liberalization,G59 -> F13,Financial economics,International economics,Cross-field boundary,0.4178314949986108,0.21484090994034966,0,24,24
exchange rates -> public education,F31 -> H52,International economics,Public economics,Cross-field boundary,0.4175081220709838,0.2165744178783663,0,20,20
financial literacy -> trade liberalization,G53 -> F13,Financial economics,International economics,Cross-field boundary,0.41730697060457245,0.21182757633875623,0,29,29
capital mobility -> counterfeiting,F20 -> K42,International economics,Law and economics,Cross-field boundary,0.41722643856701686,0.2134350835313037,0,25,25
hegemony -> welfare implications,F54 -> I30,International economics,"Health, education, and welfare",Cross-field boundary,0.4170128401760916,0.2146412608557919,0,22,22
emu -> higher education,F36 -> I23,International economics,"Health, education, and welfare",Cross-field boundary,0.41692939483154157,0.2129420862197629,0,25,25
capital mobility -> external financing,F20 -> G39,International economics,Financial economics,Cross-field boundary,0.416836320364281,0.21752895331034025,0,17,17
trade liberalization -> truthful reporting,F13 -> Y30,International economics,Miscellaneous,Cross-field boundary,0.4168177759541641,0.21326024734864651,0,24,24
monetary policy -> fdi,E52 -> F23,Macroeconomics and monetary economics,International economics,Cross-field gap,0.4167714141528421,0.28929305600358857,24,139,139
corruption -> immigration,H57 -> F22,Public economics,International economics,Cross-field boundary,0.41673031005985056,0.21097743565256355,0,29,29
immigration -> budget rules,F22 -> H61,International economics,Public economics,Cross-field boundary,0.4166011047758422,0.21511213257759715,0,20,20
limited liability -> trade openness,K13 -> F41,Law and economics,International economics,Cross-field boundary,0.41611649721499955,0.21222744837075172,0,24,24
economic integration -> health insurance,F15 -> I13,International economics,"Health, education, and welfare",Cross-field boundary,0.41610008834660656,0.21562256192571588,0,18,18
fixed exchange rate regime -> ceo compensation,F33 -> M12,International economics,Business administration and business economics,Cross-field boundary,0.4160989658132151,0.2131842328794772,0,22,22
trade -> polarization,F19 -> C46,International economics,Mathematical and quantitative methods,Cross-field gap,0.41609625670587747,0.28995640585495397,42,183,183
state policies -> international cooperation,H79 -> F53,Public economics,International economics,Cross-field boundary,0.4160939857664039,0.21121049872942949,0,26,26
policy coordination -> ethnic diversity,F42 -> J15,International economics,Labor and demographic economics,Cross-field boundary,0.415954895779603,0.21287185213958798,0,22,22
immigration -> improved decision-making,F22 -> D87,International economics,Microeconomics,Cross-field boundary,0.4157869233751502,0.21217032209229247,0,23,23
emu -> limited liability,F36 -> K13,International economics,Law and economics,Cross-field boundary,0.4157329869937289,0.2148031058311343,0,18,18
space -> exchange rates,C49 -> F31,Mathematical and quantitative methods,International economics,Cross-field boundary,0.4157316130930312,0.21816679463864525,0,14,14
emu -> multiple equilibria,F36 -> D59,International economics,Microeconomics,Cross-field gap,0.4156979077267108,0.2884801671413856,30,161,161
dividends -> conflicts of interest,G35 -> F51,Financial economics,International economics,Cross-field boundary,0.4156772552804363,0.21150784971181308,0,24,24
protectionism -> gender,F52 -> J16,International economics,Labor and demographic economics,Cross-field boundary,0.4156582248961956,0.21149437942239557,0,24,24
foreign aid -> forecast targeting,F35 -> C53,International economics,Mathematical and quantitative methods,Cross-field boundary,0.4156554411477412,0.21100529015791158,0,25,25
exchange rates -> higher dependency ratio,F31 -> J19,International economics,Labor and demographic economics,Cross-field boundary,0.4155464162670498,0.21181400644861792,0,23,23
nominal wage contracts -> capital inflows,J41 -> F21,Labor and demographic economics,International economics,Cross-field boundary,0.4155280122758082,0.21277238266939758,0,21,21
immigration -> external financing,F22 -> G39,International economics,Financial economics,Cross-field boundary,0.4153320212516976,0.21400946620174963,0,19,19
legal aid -> terms of trade,K36 -> F14,Law and economics,International economics,Cross-field boundary,0.41526272767530653,0.21087683359030282,0,24,24
constitutional reforms -> trade liberalization,K10 -> F13,Law and economics,International economics,Cross-field boundary,0.41525199634993654,0.212369982158878,0,21,21
fdi -> stigma,F23 -> J70,International economics,Labor and demographic economics,Cross-field boundary,0.4152187400323023,0.21493818676965,0,17,17
emu -> ceo compensation,F36 -> M12,International economics,Business administration and business economics,Cross-field boundary,0.4151269441011762,0.21270022340617892,0,20,20
hegemony -> monitoring costs,F54 -> Q52,International economics,"Agriculture, natural resources, and environment",Cross-field boundary,0.415068045718584,0.21057793986575768,0,24,24
trade liberalization -> public funding,F13 -> I22,International economics,"Health, education, and welfare",Cross-field boundary,0.4150222946180524,0.21196416575787558,0,21,21
immigration -> corruption,F22 -> H57,International economics,Public economics,Cross-field boundary,0.4149992149220847,0.2115714310924499,0,22,22
advertising -> rising unemployment,M37 -> F66,Business administration and business economics,International economics,Cross-field boundary,0.41489693735685573,0.21295872960588058,0,19,19
public debt -> trade,H63 -> F19,Public economics,International economics,Cross-field gap,0.41489608249439947,0.277485286937987,23,173,173
antidumping measures -> fiscal policy,F18 -> E62,International economics,Macroeconomics and monetary economics,Cross-field boundary,0.4147702434453974,0.21110991409493285,0,22,22
increased uncertainty -> antidumping measures,D89 -> F18,Microeconomics,International economics,Cross-field boundary,0.4146837265913639,0.21266416225159657,0,19,19
conceptual artists -> exchange rates,Z11 -> F31,Other special topics,International economics,Cross-field boundary,0.4145571872158122,0.21259852899360604,0,19,19
immigration -> economic indicators,F22 -> E01,International economics,Macroeconomics and monetary economics,Cross-field boundary,0.41451956696693926,0.21255691690072087,0,19,19
excess burden -> economic downturns,H22 -> F44,Public economics,International economics,Cross-field boundary,0.4143967276017045,0.21167966163782215,0,20,20
terms of trade -> health insurance,F14 -> I13,International economics,"Health, education, and welfare",Cross-field boundary,0.41382193241023096,0.2141381955586901,0,15,15
globalization -> workers' bargaining power,F60 -> J52,International economics,Labor and demographic economics,Cross-field boundary,0.41372348814379417,0.21189560343763456,0,18,18
discrimination -> exchange rates,J71 -> F31,Labor and demographic economics,International economics,Cross-field boundary,0.41357959729481114,0.21460948927301812,0,14,14
trade openness -> limited liability,F41 -> K13,International economics,Law and economics,Cross-field boundary,0.4135353012253343,0.21030499727600074,0,20,20
patents -> emu,O34 -> F36,"Economic development, innovation, and growth",International economics,Cross-field boundary,0.4134448749380673,0.20962536115369834,0,21,21
state policies -> economic integration,H79 -> F15,Public economics,International economics,Cross-field boundary,0.41343505041118883,0.2091108905068936,0,22,22
zero lower bound -> immigration,E49 -> F22,Macroeconomics and monetary economics,International economics,Cross-field boundary,0.4133757579564587,0.2107505037793186,0,19,19
hegemony -> high-skilled immigrants,F54 -> J61,International economics,Labor and demographic economics,Cross-field boundary,0.4132917973635878,0.2093894196590246,0,21,21
budget rules -> immigration,H61 -> F22,Public economics,International economics,Cross-field boundary,0.4131290083823874,0.20914256154414054,0,21,21
ownership -> immigration,H13 -> F22,Public economics,International economics,Cross-field boundary,0.41308325389151,0.20905811577996378,0,21,21
economic integration -> conceptual artists,F15 -> Z11,International economics,Other special topics,Cross-field boundary,0.413007166209416,0.20949548160160536,0,20,20
emu -> collusive behavior,F36 -> D26,International economics,Microeconomics,Cross-field boundary,0.41292113013411597,0.2105853727892178,0,18,18
increasing returns -> emu,I26 -> F36,"Health, education, and welfare",International economics,Cross-field boundary,0.41282004810526834,0.21100229726707898,0,17,17
international cooperation -> dividends,F53 -> G35,International economics,Financial economics,Cross-field boundary,0.41280083763782327,0.21036074075955044,0,18,18
climate change -> emu,Q54 -> F36,"Agriculture, natural resources, and environment",International economics,Cross-field boundary,0.4127979040017725,0.20976291601462424,0,19,19
employment -> exchange rates,J63 -> F31,Labor and demographic economics,International economics,Cross-field gap,0.4127769019201789,0.29233368410300753,46,148,148
citation counts -> trade patterns,A14 -> F10,General economics and teaching,International economics,Cross-field boundary,0.4127259649300206,0.21232277933399787,0,15,15
age -> conflicts of interest,J14 -> F51,Labor and demographic economics,International economics,Cross-field boundary,0.41267958195472526,0.2110307105816799,0,17,17
fixed exchange rate regime -> gender,F33 -> J16,International economics,Labor and demographic economics,Cross-field boundary,0.4125311611919988,0.20876037023751096,0,20,20
existence of money -> trade liberalization,E40 -> F13,Macroeconomics and monetary economics,International economics,Cross-field boundary,0.4125047485807444,0.21217919638292582,0,15,15
limited liability -> immigration,K13 -> F22,Law and economics,International economics,Cross-field boundary,0.4124984642936468,0.21142342278263085,0,16,16
capital inflows -> conceptual artists,F21 -> Z11,International economics,Other special topics,Cross-field boundary,0.41244983702374177,0.21053441230468853,0,17,17
exchange rates -> discrimination,F31 -> J71,International economics,Labor and demographic economics,Cross-field boundary,0.41227647577557414,0.21018879767902332,0,17,17
decline in agricultural employment -> financial instability,J43 -> F65,Labor and demographic economics,International economics,Cross-field boundary,0.4122526827335756,0.2089056853106208,0,19,19
increased emissions -> fertility,F64 -> J13,International economics,Labor and demographic economics,Cross-field boundary,0.41225097851019726,0.20892813690398906,0,19,19
borrowing constraints -> predation,F34 -> Q57,International economics,"Agriculture, natural resources, and environment",Cross-field boundary,0.41219840005421354,0.2087841672025404,0,19,19
conflicts of interest -> dividends,F51 -> G35,International economics,Financial economics,Cross-field boundary,0.4121417036753227,0.20819505660333007,0,20,20
emu -> firm location decisions,F36 -> R30,International economics,"Urban, rural, and regional economics",Cross-field boundary,0.4120909620720365,0.21210024765711646,0,14,14
fdi -> health insurance,F23 -> I13,International economics,"Health, education, and welfare",Cross-field boundary,0.4120638968855446,0.2099061294193018,0,17,17
regulatory competition -> consumption growth,K20 -> F62,Law and economics,International economics,Cross-field boundary,0.4120479218273666,0.20861789460608565,0,19,19
capital mobility -> compliance,F20 -> K40,International economics,Law and economics,Cross-field boundary,0.4120415495363209,0.20928755312094138,0,18,18
aggregate demand -> increased emissions,E00 -> F64,Macroeconomics and monetary economics,International economics,Cross-field boundary,0.41204148671942853,0.2098891868319954,0,17,17
immigration -> privatization,F22 -> L33,International economics,Industrial organization,Cross-field boundary,0.41203972084956836,0.2099734387393924,0,17,17
terms of trade -> instrument rules,F14 -> C26,International economics,Mathematical and quantitative methods,Cross-field boundary,0.41202121748715576,0.2091347069468504,0,18,18
ceo compensation -> trade liberalization,M12 -> F13,Business administration and business economics,International economics,Cross-field boundary,0.4118625998748212,0.21169107278231306,0,14,14
advertising -> capital flows,M37 -> F32,Business administration and business economics,International economics,Cross-field boundary,0.4118604335847736,0.21101094315155813,0,15,15
borrowing constraints -> conceptual artists,F34 -> Z11,International economics,Other special topics,Cross-field boundary,0.41184376838144166,0.2088799038179745,0,18,18
privatization -> immigration,L33 -> F22,Industrial organization,International economics,Cross-field boundary,0.4117964293146497,0.20822716628323765,0,19,19
hegemony -> market stability,F54 -> D53,International economics,Microeconomics,Cross-field boundary,0.41173255308175344,0.20869739653366146,0,18,18
emu -> oil prices,F36 -> L71,International economics,Industrial organization,Cross-field boundary,0.4116031887105916,0.2092668747585464,0,17,17
trade liberalization -> time,F13 -> C41,International economics,Mathematical and quantitative methods,Cross-field gap,0.4115683066175723,0.2660863923085138,22,193,193
public trust -> rising unemployment,H82 -> F66,Public economics,International economics,Cross-field boundary,0.411537305977526,0.20987050531804907,0,16,16
antidumping measures -> emerging markets,F18 -> G15,International economics,Financial economics,Cross-field boundary,0.4115248994043816,0.21311778638958703,0,12,12
monetary transfers -> innovation,F24 -> O35,International economics,"Economic development, innovation, and growth",Cross-field boundary,0.4115138041915798,0.2096589174031688,0,16,16
csf spending -> terms of trade,H76 -> F14,Public economics,International economics,Cross-field boundary,0.41150881435131814,0.20837277543385815,0,18,18
increasing returns -> economic downturns,I26 -> F44,"Health, education, and welfare",International economics,Cross-field boundary,0.41150700625172054,0.2120873950945729,0,13,13
transparency -> monetary transfers,G38 -> F24,Financial economics,International economics,Cross-field boundary,0.41149309460073474,0.21051558309799898,0,15,15
hegemony -> improves welfare,F54 -> D60,International economics,Microeconomics,Cross-field boundary,0.41144776857518794,0.20771010629878045,0,19,19
fiscal policies -> conflicts of interest,H30 -> F51,Public economics,International economics,Cross-field boundary,0.41143760321400463,0.20889219936228304,0,17,17
trade -> citation counts,F19 -> A14,International economics,General economics and teaching,Cross-field boundary,0.4113865251445886,0.2095627922524652,0,16,16
antidumping measures -> scc,F18 -> L96,International economics,Industrial organization,Cross-field boundary,0.41134575557161807,0.20758133964145403,0,19,19
decline in agricultural employment -> capital flows,J43 -> F32,Labor and demographic economics,International economics,Cross-field boundary,0.4113121361544208,0.20806392344010405,0,18,18
media freedom -> capital flows,L82 -> F32,Industrial organization,International economics,Cross-field boundary,0.4113004042617204,0.21017617541697164,0,15,15
labor supply -> fixed exchange rate regime,J20 -> F33,Labor and demographic economics,International economics,Cross-field boundary,0.41116942855821415,0.20786616695681814,0,18,18
forecasts -> mergers,F17 -> G34,International economics,Financial economics,Cross-field boundary,0.41116294508252954,0.20982588832946944,0,15,15
ethnic diversity -> policy coordination,J15 -> F42,Labor and demographic economics,International economics,Cross-field boundary,0.41111891755396934,0.20908140242771314,0,16,16
fixed exchange rate regime -> clustering,F33 -> C38,International economics,Mathematical and quantitative methods,Cross-field boundary,0.41101502931756,0.2096627497489129,0,15,15
csf spending -> exchange rates,H76 -> F31,Public economics,International economics,Cross-field boundary,0.4109653808800426,0.20814256726886865,0,17,17
financial integration -> labor force participation,F30 -> J21,International economics,Labor and demographic economics,Cross-field boundary,0.41095188981584074,0.20970171876253046,0,15,15
trade liberalization -> citation counts,F13 -> A14,International economics,General economics and teaching,Cross-field boundary,0.4109123895041957,0.2087385706103691,0,16,16
emu -> program complexity,F36 -> C88,International economics,Mathematical and quantitative methods,Cross-field boundary,0.4109118851170196,0.207478973312847,0,18,18
borrowing constraints -> economic health,F34 -> I10,International economics,"Health, education, and welfare",Cross-field boundary,0.41085838069256064,0.20868500400711829,0,16,16
exchange rates -> gaming,F31 -> L83,International economics,Industrial organization,Cross-field boundary,0.41081415907025925,0.21178250480601207,0,12,12
borrowing constraints -> sentiments,F34 -> A13,International economics,General economics and teaching,Cross-field boundary,0.41075912248151836,0.2078712318153555,0,17,17
government policies -> forecasts,J18 -> F17,Labor and demographic economics,International economics,Cross-field boundary,0.4107530130492191,0.2072502835736087,0,18,18
hac rule -> economic integration,I18 -> F15,"Health, education, and welfare",International economics,Cross-field boundary,0.4107187285844817,0.2066147248724649,0,19,19
blockchain technology -> forecasts,E42 -> F17,Macroeconomics and monetary economics,International economics,Cross-field boundary,0.41069463992416255,0.20915776664283053,0,15,15
educational policies -> trade openness,I28 -> F41,"Health, education, and welfare",International economics,Cross-field boundary,0.41065937465104785,0.20770356161253714,0,17,17
antidumping measures -> high-skilled immigrants,F18 -> J61,International economics,Labor and demographic economics,Cross-field boundary,0.41046246936184316,0.20883628393716272,0,15,15
advertising -> borrowing constraints,M37 -> F34,Business administration and business economics,International economics,Cross-field boundary,0.41045795941173097,0.20959241360996497,0,14,14
