opportunity,code_pair,source_field,target_field,novelty,priority,base_score,prior_contact,mediators,motifs
great depression -> social security,N22 -> H55,Economic history,Public economics,Cross-field boundary,0.40635300831029564,0.20410734319602533,0,13,13
preindustrial characteristics of ancestors -> consumer welfare,N53 -> D69,Economic history,Microeconomics,Cross-field boundary,0.4062314739387511,0.20477288946467975,0,12,12
world war i -> economic development,N44 -> O29,Economic history,"Economic development, innovation, and growth",Cross-field boundary,0.4060894980780612,0.2045420990595844,0,12,12
world war i -> counterfeiting,N44 -> K42,Economic history,Law and economics,Cross-field boundary,0.40601442141900007,0.20532504715232786,0,11,11
managerial power -> historical shocks,M54 -> N13,Business administration and business economics,Economic history,Cross-field boundary,0.4059888592421518,0.2076984531095806,0,9,9
political changes -> fdi,N40 -> F23,Economic history,International economics,Cross-field boundary,0.40573200241412755,0.20400489218068732,0,12,12
historical evidence -> workers' bargaining power,N00 -> J52,Economic history,Labor and demographic economics,Cross-field boundary,0.405730391060039,0.20401515587230293,0,12,12
ethnic diversity -> economic stagnation,J15 -> N14,Labor and demographic economics,Economic history,Cross-field boundary,0.4056969430359558,0.20587989799168457,0,10,10
world war i -> welfare implications,N44 -> I30,Economic history,"Health, education, and welfare",Cross-field boundary,0.40560530262669725,0.205706467194662,0,10,10
great depression -> government spending,N22 -> H59,Economic history,Public economics,Cross-field boundary,0.40554694444966166,0.20373960437338723,0,12,12
social security -> great depression,H55 -> N22,Public economics,Economic history,Cross-field boundary,0.4054740330791109,0.20452491449731516,0,11,11
construction of 'white elephants' -> consumer welfare,N63 -> D69,Economic history,Microeconomics,Cross-field boundary,0.4053603149440395,0.20434963351406807,0,11,11
differences in credit markets between the us and europe -> growth,N23 -> O40,Economic history,"Economic development, innovation, and growth",Cross-field boundary,0.4052522780515199,0.20418367104955318,0,11,11
historical evidence -> monopoly power,N00 -> L12,Economic history,Industrial organization,Cross-field boundary,0.4052333096710895,0.20419171651136894,0,11,11
ownership -> economic stagnation,H13 -> N14,Public economics,Economic history,Cross-field boundary,0.4052109330841719,0.20516446602563676,0,10,10
offshoring -> historical shocks,L24 -> N13,Industrial organization,Economic history,Cross-field boundary,0.4051236778933036,0.20499736869470206,0,10,10
historical narratives -> efficiency,N01 -> D61,Economic history,Microeconomics,Cross-field boundary,0.40509243766521774,0.20394856363593772,0,11,11
price volatility -> historical context,G13 -> N93,Financial economics,Economic history,Cross-field boundary,0.40506450969303326,0.2039193140717248,0,11,11
political changes -> job creation,N40 -> J23,Economic history,Labor and demographic economics,Cross-field boundary,0.40505826525994887,0.20490985282108629,0,10,10
preindustrial characteristics of ancestors -> inflation,N53 -> E31,Economic history,Macroeconomics and monetary economics,Cross-field boundary,0.4048686985976924,0.2057009856191123,0,9,9
political changes -> statistical discrimination,N40 -> J79,Economic history,Labor and demographic economics,Cross-field boundary,0.40483416228287045,0.2045656004186928,0,10,10
preindustrial characteristics of ancestors -> interest rates,N53 -> E43,Economic history,Macroeconomics and monetary economics,Cross-field boundary,0.4047606010458698,0.20561387715938198,0,9,9
distortions -> great depression,H31 -> N22,Public economics,Economic history,Cross-field boundary,0.4047287127010292,0.20440336212254928,0,10,10
military spending -> improved economic stability,H56 -> N16,Public economics,Economic history,Cross-field boundary,0.4047214718362005,0.20436245515264093,0,10,10
differences in credit markets between the us and europe -> economic activity,N23 -> E20,Economic history,Macroeconomics and monetary economics,Cross-field boundary,0.40465550272184914,0.20533868233937644,0,9,9
historical context -> aggregate demand,N93 -> E00,Economic history,Macroeconomics and monetary economics,Cross-field boundary,0.4046021414247631,0.20660114969823137,0,8,8
panic of 1837 -> welfare implications,N11 -> I30,Economic history,"Health, education, and welfare",Cross-field boundary,0.4045896783144296,0.20419299259264392,0,10,10
preindustrial characteristics of ancestors -> unemployment,N53 -> J64,Economic history,Labor and demographic economics,Cross-field boundary,0.4045533693954965,0.20413007460337831,0,10,10
political changes -> entrepreneurial activity,N40 -> L26,Economic history,Industrial organization,Cross-field boundary,0.40454956422319177,0.20412885531583125,0,10,10
construction of 'white elephants' -> exchange rates,N63 -> F31,Economic history,International economics,Cross-field boundary,0.4044938830701768,0.20401744224714455,0,10,10
world war i -> innovation incentives,N44 -> O31,Economic history,"Economic development, innovation, and growth",Cross-field boundary,0.4044557684092573,0.20396539651831364,0,10,10
construction of 'white elephants' -> efficiency,N63 -> D61,Economic history,Microeconomics,Cross-field boundary,0.40438850382959357,0.20492128098288534,0,9,9
construction of 'white elephants' -> asset prices,N63 -> G19,Economic history,Financial economics,Cross-field boundary,0.4043516380399113,0.2038034904006983,0,10,10
preindustrial characteristics of ancestors -> deadweight loss,N53 -> H21,Economic history,Public economics,Cross-field boundary,0.40433579303197476,0.20379078776069215,0,10,10
historical narratives -> expectations,N01 -> D84,Economic history,Microeconomics,Cross-field boundary,0.4042030726230878,0.20359688397009915,0,10,10
monopoly power -> historical shocks,D42 -> N13,Microeconomics,Economic history,Cross-field boundary,0.40418573487932824,0.20360390404202983,0,10,10
health -> economic expansion,I19 -> N12,"Health, education, and welfare",Economic history,Cross-field boundary,0.4041442969721632,0.20592057046794862,0,8,8
economic war -> labor market dynamics,N42 -> J29,Economic history,Labor and demographic economics,Cross-field boundary,0.4041320472487272,0.203498565811394,0,10,10
optimal policy -> great depression,C61 -> N22,Mathematical and quantitative methods,Economic history,Cross-field boundary,0.40413093957165913,0.20455356793256407,0,9,9
world war i -> market size,N44 -> L25,Economic history,Industrial organization,Cross-field boundary,0.40407676009491206,0.20341046826976183,0,10,10
firm productivity -> historical context,D22 -> N93,Microeconomics,Economic history,Cross-field boundary,0.4040586229038925,0.20338480910740525,0,10,10
altruism -> historical shocks,D64 -> N13,Microeconomics,Economic history,Cross-field boundary,0.4040466029792334,0.20336835717029667,0,10,10
economic war -> health improvements,N42 -> I12,Economic history,"Health, education, and welfare",Cross-field boundary,0.40399004869901967,0.20328544051818992,0,10,10
full history rating system -> employment,N20 -> J63,Economic history,Labor and demographic economics,Cross-field boundary,0.40396099802813495,0.20430043463936964,0,9,9
economic growth in japan -> consumer welfare,N15 -> D69,Economic history,Microeconomics,Cross-field boundary,0.40389751797606255,0.20314029464185845,0,10,10
economic war -> multiple equilibria,N42 -> D59,Economic history,Microeconomics,Cross-field boundary,0.40388860502725005,0.20312775361939328,0,10,10
panic of 1837 -> social security,N11 -> H55,Economic history,Public economics,Cross-field boundary,0.4038707265016285,0.20310326277503815,0,10,10
historical context -> macroeconomic stability,N91 -> E60,Economic history,Macroeconomics and monetary economics,Cross-field boundary,0.40383904705321577,0.20305508224424523,0,10,10
panic of 1837 -> risk premia,N11 -> G22,Economic history,Financial economics,Cross-field boundary,0.4038191230605601,0.20410403839033525,0,9,9
historical context -> realization utility,N93 -> L97,Economic history,Industrial organization,Cross-field boundary,0.4037676240818273,0.2040036207620289,0,9,9
great depression -> redistribution of resources,N22 -> D30,Economic history,Microeconomics,Cross-field boundary,0.40374388000111033,0.20291895130646054,0,10,10
great depression -> poverty,N22 -> I32,Economic history,"Health, education, and welfare",Cross-field boundary,0.4037283200705437,0.20289332181080488,0,10,10
world war i -> equilibrium outcomes,N44 -> D51,Economic history,Microeconomics,Cross-field boundary,0.4037194359837878,0.2039572515610201,0,9,9
world war i -> asymmetric information,N44 -> D82,Economic history,Microeconomics,Cross-field boundary,0.40370073946528917,0.2039228442859882,0,9,9
world war i -> electoral outcomes,N44 -> K16,Economic history,Law and economics,Cross-field boundary,0.40364034610996147,0.2038141614498758,0,9,9
political changes -> consumer behavior,N40 -> D19,Economic history,Microeconomics,Cross-field boundary,0.4036131851094526,0.2037806939404719,0,9,9
construction of 'white elephants' -> banks,N63 -> G21,Economic history,Financial economics,Cross-field boundary,0.40360754031069884,0.202716795335926,0,10,10
construction of 'white elephants' -> capital inflows,N63 -> F21,Economic history,International economics,Cross-field boundary,0.40357775666881496,0.20267593476483978,0,10,10
historical shocks -> public drug insurance,N13 -> H51,Economic history,Public economics,Cross-field boundary,0.4035730062196354,0.2037368461760108,0,9,9
historical context -> price volatility,N93 -> G13,Economic history,Financial economics,Cross-field boundary,0.4035477332050827,0.20371327876481254,0,9,9
deadweight loss -> improved economic stability,H21 -> N16,Public economics,Economic history,Cross-field boundary,0.40350897523930074,0.2048655685991806,0,8,8
budget rules -> economic expansion,H61 -> N12,Public economics,Economic history,Cross-field boundary,0.4034861648354419,0.20485383215372815,0,8,8
r&d investment -> historical shocks,O32 -> N13,"Economic development, innovation, and growth",Economic history,Cross-field boundary,0.40344249748928607,0.20808975932090323,0,6,6
historical shocks -> monopoly power,N13 -> D42,Economic history,Microeconomics,Cross-field boundary,0.4034354030685445,0.20473029435118692,0,8,8
preindustrial characteristics of ancestors -> social security,N53 -> H55,Economic history,Public economics,Cross-field boundary,0.4033954319437495,0.2061740664098984,0,7,7
herding behavior -> improved economic stability,C92 -> N16,Mathematical and quantitative methods,Economic history,Cross-field boundary,0.40321795850059733,0.20444494685796635,0,8,8
historical context -> equilibrium outcomes,N91 -> D51,Economic history,Microeconomics,Cross-field boundary,0.40321184122777637,0.20319018959616472,0,9,9
world war i -> firm productivity,N44 -> D22,Economic history,Microeconomics,Cross-field boundary,0.40317904174436675,0.20313190736758494,0,9,9
napoleonic wars -> herding behavior,N43 -> C92,Economic history,Mathematical and quantitative methods,Cross-field boundary,0.40317818264295313,0.20313074164854672,0,9,9
preindustrial characteristics of ancestors -> welfare,N53 -> I38,Economic history,"Health, education, and welfare",Cross-field boundary,0.40315631222392107,0.20432487525528392,0,8,8
full history rating system -> trade liberalization,N20 -> F13,Economic history,International economics,Cross-field boundary,0.40314248516213924,0.2030726120311861,0,9,9
great depression -> fiscal deficits,N22 -> H68,Economic history,Public economics,Cross-field boundary,0.4030881610733935,0.20299758887159472,0,9,9
international cooperation -> improved economic stability,F53 -> N16,International economics,Economic history,Cross-field boundary,0.4030386080624775,0.20412944068982336,0,8,8
full history rating system -> higher wages,N20 -> J31,Economic history,Labor and demographic economics,Cross-field boundary,0.4030262662177329,0.2040782230005416,0,8,8
economic growth in japan -> collusion,N15 -> D74,Economic history,Microeconomics,Cross-field boundary,0.40302078210711756,0.20405293701868524,0,8,8
historical context -> program complexity,N93 -> C88,Economic history,Mathematical and quantitative methods,Cross-field boundary,0.4029715506646496,0.20282784518766378,0,9,9
differences in credit markets between the us and europe -> theoretical models,N23 -> O41,Economic history,"Economic development, innovation, and growth",Cross-field boundary,0.4029698118720885,0.20282480743114745,0,9,9
historical context -> offshoring,N93 -> L24,Economic history,Industrial organization,Cross-field boundary,0.40295027701036024,0.2027937381008797,0,9,9
preindustrial characteristics of ancestors -> capital flows,N53 -> F32,Economic history,International economics,Cross-field boundary,0.4029419143744004,0.2039736351991872,0,8,8
government interventions -> great depression,H81 -> N22,Public economics,Economic history,Cross-field boundary,0.4029261273530107,0.20393127663501195,0,8,8
historical narratives -> inequality,N01 -> I24,Economic history,"Health, education, and welfare",Cross-field boundary,0.40289303338212046,0.20270997541103403,0,9,9
great depression -> universal basic income (ubi),N22 -> H53,Economic history,Public economics,Cross-field boundary,0.4028629432218684,0.20266372001052874,0,9,9
historical trends -> counterfeiting,N30 -> K42,Economic history,Law and economics,Cross-field boundary,0.40286233920459463,0.20266313179927348,0,9,9
historical narratives -> health outcomes,N01 -> I14,Economic history,"Health, education, and welfare",Cross-field boundary,0.40285267192636737,0.20265389821852475,0,9,9
preindustrial characteristics of ancestors -> financial instability,N53 -> F65,Economic history,International economics,Cross-field boundary,0.40285000468915355,0.20381686590100098,0,8,8
world war i -> educational attainment,N44 -> I21,Economic history,"Health, education, and welfare",Cross-field boundary,0.4028295412259125,0.20379088334941436,0,8,8
construction of 'white elephants' -> capital flows,N63 -> F32,Economic history,International economics,Cross-field boundary,0.402795637029967,0.20256630337733333,0,9,9
workers' bargaining power -> historical evidence,J52 -> N00,Labor and demographic economics,Economic history,Cross-field boundary,0.402790487045527,0.20256364633259097,0,9,9
full history rating system -> precautionary savings,N20 -> D14,Economic history,Microeconomics,Cross-field boundary,0.40276594824180345,0.20368359228354552,0,8,8
ancient east asia -> innovation,N95 -> O35,Economic history,"Economic development, innovation, and growth",Cross-field boundary,0.40276324436522903,0.20252129197795266,0,9,9
black death -> statistical discrimination,N94 -> J79,Economic history,Labor and demographic economics,Cross-field boundary,0.4026746704020165,0.2035520106460109,0,8,8
joint ownership -> great depression,R21 -> N22,"Urban, rural, and regional economics",Economic history,Cross-field boundary,0.4026199689237093,0.20490554996617327,0,7,7
historical shocks -> entrepreneurship,N13 -> M13,Economic history,Business administration and business economics,Cross-field boundary,0.40261097911428145,0.20346456699403215,0,8,8
economic expansion -> electoral outcomes,N12 -> K16,Economic history,Law and economics,Cross-field boundary,0.40253862809059415,0.2033518124285771,0,8,8
construction of 'white elephants' -> immigration,N63 -> F22,Economic history,International economics,Cross-field boundary,0.40253520035361057,0.20218852991314668,0,9,9
financial intermediaries -> panic of 1837,G23 -> N11,Financial economics,Economic history,Cross-field boundary,0.40250004925867794,0.20329362899537312,0,8,8
full history rating system -> economic outcomes,N20 -> P47,Economic history,Economic systems,Cross-field boundary,0.4024709113476174,0.20456287729832556,0,7,7
market failures -> improved economic stability,D52 -> N16,Microeconomics,Economic history,Cross-field boundary,0.4024628423478546,0.20465725583456856,0,7,7
panic of 1837 -> counterfeiting,N11 -> K42,Economic history,Law and economics,Cross-field boundary,0.4024212960776683,0.2031716136850434,0,8,8
reputation -> improved economic stability,L14 -> N16,Industrial organization,Economic history,Cross-field boundary,0.4024164050053343,0.2045263628868123,0,7,7
preindustrial characteristics of ancestors -> precautionary savings,N53 -> D14,Economic history,Microeconomics,Cross-field boundary,0.40238661733573916,0.20455859666266904,0,7,7
historical context -> universal basic income (ubi),N91 -> H53,Economic history,Public economics,Cross-field boundary,0.40237828479955745,0.20310801070693393,0,8,8
historical narratives -> economic outcomes,N01 -> F61,Economic history,International economics,Cross-field boundary,0.40237785203117876,0.20310246033659662,0,8,8
preindustrial characteristics of ancestors -> government policy,N53 -> F68,Economic history,International economics,Cross-field boundary,0.4023457143368565,0.203062989435429,0,8,8
labor supply -> panic of 1837,J22 -> N11,Labor and demographic economics,Economic history,Cross-field boundary,0.40231167081417873,0.20432985396678136,0,7,7
firm value -> ancient east asia,G32 -> N95,Financial economics,Economic history,Cross-field boundary,0.4022862853256022,0.2029840085822593,0,8,8
public goods provision -> economic expansion,H42 -> N12,Public economics,Economic history,Cross-field boundary,0.4022796677954718,0.20297983042942558,0,8,8
black death -> income,N94 -> E25,Economic history,Macroeconomics and monetary economics,Cross-field boundary,0.4022508276629583,0.20293114837083157,0,8,8
great depression -> counterfeiting,N22 -> K42,Economic history,Law and economics,Cross-field boundary,0.40224101970459947,0.20290492627503937,0,8,8
fiscal capacity -> great depression,H39 -> N22,Public economics,Economic history,Cross-field boundary,0.4022376802335594,0.20290909661917295,0,8,8
historical narratives -> consumption growth,N01 -> F62,Economic history,International economics,Cross-field boundary,0.40223416437417936,0.20289491776870092,0,8,8
differences in credit markets between the us and europe -> search frictions,N23 -> J69,Economic history,Labor and demographic economics,Cross-field boundary,0.4022208775621702,0.20287265367332163,0,8,8
preindustrial characteristics of ancestors -> fixed exchange rate regime,N53 -> F33,Economic history,International economics,Cross-field boundary,0.40218965637931353,0.20283339926871344,0,8,8
historical shocks -> auction outcomes,N13 -> D44,Economic history,Microeconomics,Cross-field boundary,0.40212723616325186,0.2040958631823511,0,7,7
historical context -> aggregate shocks,N91 -> E19,Economic history,Macroeconomics and monetary economics,Cross-field boundary,0.40212703531952204,0.20273418347792796,0,8,8
r&d subsidies -> historical shocks,O38 -> N13,"Economic development, innovation, and growth",Economic history,Cross-field boundary,0.4021216389535212,0.20592162349765517,0,6,6
black death -> universal basic income (ubi),N94 -> H53,Economic history,Public economics,Cross-field boundary,0.40210033208039025,0.2027015064912299,0,8,8
imperfect information -> decline of u.s. basic industries,D83 -> N62,Microeconomics,Economic history,Cross-field boundary,0.40207217243653093,0.20265405200012362,0,8,8
preindustrial characteristics of ancestors -> investment,N53 -> G31,Economic history,Financial economics,Cross-field boundary,0.4020673114069217,0.20400343792986533,0,7,7
historical narratives -> welfare,N01 -> I38,Economic history,"Health, education, and welfare",Cross-field boundary,0.4020577332200286,0.2026338272048332,0,8,8
construction of 'white elephants' -> borrowing constraints,N63 -> F34,Economic history,International economics,Cross-field boundary,0.40205363911733727,0.20262370951832714,0,8,8
aggregate demand -> historical context,E00 -> N93,Macroeconomics and monetary economics,Economic history,Cross-field boundary,0.40201617525626954,0.2025721962362927,0,8,8
great depression -> improves welfare,N22 -> D60,Economic history,Microeconomics,Cross-field boundary,0.4019975582789091,0.20386937901970698,0,7,7
historical trends -> employment,N30 -> J63,Economic history,Labor and demographic economics,Cross-field boundary,0.40198447096241713,0.2025235349952991,0,8,8
patents -> historical evidence,O34 -> N00,"Economic development, innovation, and growth",Economic history,Cross-field boundary,0.40198207371493666,0.2025248445360394,0,8,8
historical shocks -> electrification,N13 -> L94,Economic history,Industrial organization,Cross-field boundary,0.40197019512810017,0.20250416404376134,0,8,8
economic war -> consumption decisions,N42 -> D12,Economic history,Microeconomics,Cross-field boundary,0.4019624529337279,0.20249365862119542,0,8,8
world war i -> carbon pricing,N44 -> Q58,Economic history,"Agriculture, natural resources, and environment",Cross-field boundary,0.4019566308933201,0.2024849324187175,0,8,8
historical narratives -> trade liberalization,N01 -> F13,Economic history,International economics,Cross-field boundary,0.4019411542595935,0.20245956381534194,0,8,8
political changes -> protection,N40 -> D18,Economic history,Microeconomics,Cross-field boundary,0.40193058927147685,0.2024491121275196,0,8,8
panic of 1837 -> firm productivity,N11 -> D22,Economic history,Microeconomics,Cross-field boundary,0.40192308526027487,0.2024343675189688,0,8,8
investment subsidies -> panic of 1837,H25 -> N11,Public economics,Economic history,Cross-field boundary,0.4018690079550566,0.20235534822608836,0,8,8
economic war -> fertility,N42 -> J13,Economic history,Labor and demographic economics,Cross-field boundary,0.4018183065729666,0.20228459964125625,0,8,8
historical sunk costs -> higher wages,N71 -> J31,Economic history,Labor and demographic economics,Cross-field boundary,0.4018094212400125,0.2051649128551233,0,6,6
economic growth in japan -> decision-making,N15 -> D70,Economic history,Microeconomics,Cross-field boundary,0.4018039434751824,0.20226074200041344,0,8,8
world war i -> government intervention,N44 -> L59,Economic history,Industrial organization,Cross-field boundary,0.40179807001398243,0.20225277227130783,0,8,8
economic war -> market power,N42 -> L11,Economic history,Industrial organization,Cross-field boundary,0.4017586623451451,0.2021981744294152,0,8,8
great depression -> majority rule,N22 -> D71,Economic history,Microeconomics,Cross-field boundary,0.40170456376156594,0.20211889488099166,0,8,8
historical evidence -> financial innovations,N00 -> G29,Economic history,Financial economics,Cross-field boundary,0.40168392957229104,0.20340120180966814,0,7,7
ancient east asia -> labor supply,N95 -> J22,Economic history,Labor and demographic economics,Cross-field boundary,0.40167987876669675,0.20207975816216708,0,8,8
construction of 'white elephants' -> qe,N63 -> C22,Economic history,Mathematical and quantitative methods,Cross-field boundary,0.40167869296923403,0.20207859614491164,0,8,8
full history rating system -> agglomeration,N20 -> R11,Economic history,"Urban, rural, and regional economics",Cross-field boundary,0.4016612696647444,0.20336476671155385,0,7,7
mergers -> improved economic stability,G34 -> N16,Financial economics,Economic history,Cross-field boundary,0.4016487916006353,0.2033610009756638,0,7,7
monopsony power -> historical shocks,J42 -> N13,Labor and demographic economics,Economic history,Cross-field boundary,0.4016483461497836,0.20334334578460014,0,7,7
excess burden -> panic of 1837,H22 -> N11,Public economics,Economic history,Cross-field boundary,0.4016482450169363,0.2020368341676767,0,8,8
public funding -> economic stagnation,I22 -> N14,"Health, education, and welfare",Economic history,Cross-field boundary,0.401594768962168,0.2032605395143553,0,7,7
climate change -> great depression,Q54 -> N22,"Agriculture, natural resources, and environment",Economic history,Cross-field boundary,0.4015815516007197,0.20322524113056592,0,7,7
financial innovations -> historical evidence,G29 -> N00,Financial economics,Economic history,Cross-field boundary,0.40153682817383834,0.2031843822542596,0,7,7
vertical integration -> improved economic stability,L22 -> N16,Industrial organization,Economic history,Cross-field boundary,0.40153299103842927,0.2031875408982168,0,7,7
workers' bargaining power -> panic of 1837,J52 -> N11,Labor and demographic economics,Economic history,Cross-field boundary,0.40151998152595686,0.20316045059169588,0,7,7
economic stagnation -> risk sharing,N14 -> D16,Economic history,Microeconomics,Cross-field boundary,0.40150915119078184,0.20312091862707435,0,7,7
international economic conditions -> historical shocks,F49 -> N13,International economics,Economic history,Cross-field boundary,0.4014945878284709,0.20312205674150322,0,7,7
differences in credit markets between the us and europe -> welfare implications,N23 -> I30,Economic history,"Health, education, and welfare",Cross-field boundary,0.40146259160524417,0.20305195812516336,0,7,7
differences in credit markets between the us and europe -> labor market outcomes,N23 -> J48,Economic history,Labor and demographic economics,Cross-field boundary,0.401450411557163,0.2030306319303775,0,7,7
panic of 1837 -> firing costs,N11 -> J32,Economic history,Labor and demographic economics,Cross-field boundary,0.401440878270738,0.2030380055025825,0,7,7
preindustrial characteristics of ancestors -> exchange rates,N53 -> F31,Economic history,International economics,Cross-field boundary,0.4014355832285508,0.20453467057013475,0,6,6
historical precedents -> monitoring costs,N41 -> Q52,Economic history,"Agriculture, natural resources, and environment",Cross-field boundary,0.4014245368380396,0.20299459055279845,0,7,7
black death -> imperfect information,N94 -> D83,Economic history,Microeconomics,Cross-field boundary,0.4013466982984413,0.2028912107895638,0,7,7
seller revenue -> great depression,L85 -> N22,Industrial organization,Economic history,Cross-field boundary,0.4013445143578337,0.2028716117016711,0,7,7
r&d investment -> historical evidence,O32 -> N00,"Economic development, innovation, and growth",Economic history,Cross-field boundary,0.4013215363354892,0.20641093730729743,0,5,5
capital mobility -> improved economic stability,F20 -> N16,International economics,Economic history,Cross-field boundary,0.4013087713119351,0.204418996067704,0,6,6
initial success of industrious families -> investment,N51 -> G31,Economic history,Financial economics,Cross-field boundary,0.40128505177103424,0.20278753133637165,0,7,7
deadweight loss -> world war i,H21 -> N44,Public economics,Economic history,Cross-field boundary,0.4012569176117613,0.2027414897032897,0,7,7
preindustrial characteristics of ancestors -> increased uncertainty,N53 -> D89,Economic history,Microeconomics,Cross-field boundary,0.4011819184092454,0.2026417162502504,0,7,7
hac rule -> historical context,I18 -> N93,"Health, education, and welfare",Economic history,Cross-field boundary,0.4011816847622442,0.20263716406026097,0,7,7
black death -> altruism,N94 -> D64,Economic history,Microeconomics,Cross-field boundary,0.4011764775326052,0.20263433349731422,0,7,7
preindustrial characteristics of ancestors -> employment,N53 -> J63,Economic history,Labor and demographic economics,Cross-field boundary,0.4011750974626477,0.20414077768021913,0,6,6
ethnic diversity -> great depression,J15 -> N22,Labor and demographic economics,Economic history,Cross-field boundary,0.4011734141927957,0.20262123143858393,0,7,7
electrification -> historical shocks,L94 -> N13,Industrial organization,Economic history,Cross-field boundary,0.401146526756565,0.2025840693607181,0,7,7
great depression -> foreign aid,N22 -> F35,Economic history,International economics,Cross-field boundary,0.4011444306437451,0.20258968042328498,0,7,7
political changes -> efficiency wages,N40 -> J33,Economic history,Labor and demographic economics,Cross-field boundary,0.40108912725736157,0.20250831257473195,0,7,7
economic growth in japan -> health improvements,N15 -> I12,Economic history,"Health, education, and welfare",Cross-field boundary,0.40108653850033027,0.202496217960614,0,7,7
entrepreneurship -> historical shocks,M13 -> N13,Business administration and business economics,Economic history,Cross-field boundary,0.40106956657990134,0.20247351590097543,0,7,7
great depression -> government interventions,N22 -> H81,Economic history,Public economics,Cross-field boundary,0.40105615145662304,0.20395118815534558,0,6,6
black death -> lower welfare,N94 -> I39,Economic history,"Health, education, and welfare",Cross-field boundary,0.40105323384119623,0.2024505797034744,0,7,7
ancient east asia -> dynamic efficiency,N95 -> C69,Economic history,Mathematical and quantitative methods,Cross-field boundary,0.4010466424218947,0.20243239124497875,0,7,7
efficiency wages -> improved economic stability,J33 -> N16,Labor and demographic economics,Economic history,Cross-field boundary,0.40103972339937677,0.2024276329144726,0,7,7
historical narratives -> capital accumulation,N01 -> E22,Economic history,Macroeconomics and monetary economics,Cross-field boundary,0.40103425074775606,0.20241519767067767,0,7,7
historical context -> budget deficits,N91 -> H62,Economic history,Public economics,Cross-field boundary,0.40103195435943767,0.20241615978445954,0,7,7
