opportunity,code_pair,source_field,target_field,novelty,priority,base_score,prior_contact,mediators,motifs
monopoly power -> climate change,L12 -> Q54,Industrial organization,"Agriculture, natural resources, and environment",Cross-field boundary,0.4123528235697217,0.20964309782164545,0,18,18
ai -> carbon pricing,C45 -> Q58,Mathematical and quantitative methods,"Agriculture, natural resources, and environment",Cross-field boundary,0.4122989605848134,0.21023333932996036,0,17,17
borrowing constraints -> predation,F34 -> Q57,International economics,"Agriculture, natural resources, and environment",Cross-field boundary,0.41219840005421354,0.2087841672025404,0,19,19
carbon pricing -> aggregate demand,Q58 -> E00,"Agriculture, natural resources, and environment",Macroeconomics and monetary economics,Cross-field boundary,0.4117830774900557,0.20948125921667962,0,17,17
agricultural productivity -> counterfeiting,Q11 -> K42,"Agriculture, natural resources, and environment",Law and economics,Cross-field boundary,0.41169430663097845,0.2106793435970983,0,15,15
entrepreneurial activity -> sustainability,L26 -> Q01,Industrial organization,"Agriculture, natural resources, and environment",Cross-field boundary,0.41162447461243584,0.2085759286388643,0,18,18
mergers -> energy prices,G34 -> Q41,Financial economics,"Agriculture, natural resources, and environment",Cross-field boundary,0.41156639496237823,0.2098090433047027,0,16,16
legal reform -> supply shocks,K41 -> Q31,Law and economics,"Agriculture, natural resources, and environment",Cross-field boundary,0.4115576980218273,0.20843751278010444,0,18,18
geoengineering breakthroughs -> health outcomes,Q55 -> I14,"Agriculture, natural resources, and environment","Health, education, and welfare",Cross-field boundary,0.4113568029902993,0.2101261527669222,0,15,15
age -> climate change,J14 -> Q54,Labor and demographic economics,"Agriculture, natural resources, and environment",Cross-field boundary,0.41126368526639884,0.21090854859533936,0,14,14
transparency -> commodity prices,G38 -> Q02,Financial economics,"Agriculture, natural resources, and environment",Cross-field boundary,0.4107422476849464,0.20859269884355172,0,16,16
bayesian learning -> climate change,C11 -> Q54,Mathematical and quantitative methods,"Agriculture, natural resources, and environment",Cross-field boundary,0.4106784322792976,0.21166254620991273,0,12,12
banks -> geoengineering breakthroughs,G21 -> Q55,Financial economics,"Agriculture, natural resources, and environment",Cross-field boundary,0.4105274449833859,0.2082043182966465,0,16,16
public education -> monitoring costs,H52 -> Q52,Public economics,"Agriculture, natural resources, and environment",Cross-field boundary,0.41050578714145003,0.2074691285130192,0,17,17
climate change -> age,Q54 -> J14,"Agriculture, natural resources, and environment",Labor and demographic economics,Cross-field boundary,0.4103433930881256,0.20937321091880445,0,14,14
banks -> green assets,G21 -> Q48,Financial economics,"Agriculture, natural resources, and environment",Cross-field boundary,0.4102519595975267,0.20937212968318505,0,14,14
financial innovations -> carbon pricing,G29 -> Q58,Financial economics,"Agriculture, natural resources, and environment",Cross-field boundary,0.41020823050196503,0.2070569740689998,0,17,17
predation -> exchange rates,Q57 -> F31,"Agriculture, natural resources, and environment",International economics,Cross-field boundary,0.4101772422498643,0.20697725978353332,0,17,17
geoengineering breakthroughs -> banks,Q55 -> G21,"Agriculture, natural resources, and environment",Financial economics,Cross-field boundary,0.41007108618759347,0.20892844572641028,0,14,14
financial stability -> predation,G28 -> Q57,Financial economics,"Agriculture, natural resources, and environment",Cross-field boundary,0.4100451985236198,0.2067795100747314,0,17,17
legal reform -> sustainability,K41 -> Q01,Law and economics,"Agriculture, natural resources, and environment",Cross-field boundary,0.40998674819724934,0.20669833597115347,0,17,17
vertical integration -> energy prices,L22 -> Q41,Industrial organization,"Agriculture, natural resources, and environment",Cross-field boundary,0.4099405053810747,0.20801012231730304,0,15,15
capital controls -> predation,F38 -> Q57,International economics,"Agriculture, natural resources, and environment",Cross-field boundary,0.4095994176033645,0.20675885056606416,0,16,16
globalization -> sustainability,F60 -> Q01,International economics,"Agriculture, natural resources, and environment",Cross-field boundary,0.40946051880845014,0.2065710328104517,0,16,16
risk aversion -> geoengineering breakthroughs,D81 -> Q55,Microeconomics,"Agriculture, natural resources, and environment",Cross-field boundary,0.4094581884926883,0.20725828037820004,0,15,15
anticipated ramsey reforms -> monitoring costs,H00 -> Q52,Public economics,"Agriculture, natural resources, and environment",Cross-field boundary,0.4094459384087186,0.21081982040528593,0,11,11
offshoring -> climate change,L24 -> Q54,Industrial organization,"Agriculture, natural resources, and environment",Cross-field boundary,0.40943661512035373,0.20796490059547618,0,14,14
mergers -> commodity prices,G34 -> Q02,Financial economics,"Agriculture, natural resources, and environment",Cross-field boundary,0.40937101777631624,0.20793772633320615,0,14,14
public debt -> geoengineering breakthroughs,H63 -> Q55,Public economics,"Agriculture, natural resources, and environment",Cross-field boundary,0.40936468828059647,0.20800146053711077,0,14,14
family background -> energy prices,J12 -> Q41,Labor and demographic economics,"Agriculture, natural resources, and environment",Cross-field boundary,0.40928396120774785,0.20771511086962682,0,14,14
geoengineering breakthroughs -> polarization,Q55 -> C46,"Agriculture, natural resources, and environment",Mathematical and quantitative methods,Cross-field boundary,0.4091970959428384,0.20756438904092864,0,14,14
privatization -> sustainability,L33 -> Q01,Industrial organization,"Agriculture, natural resources, and environment",Cross-field boundary,0.4091128226776406,0.20671603189836113,0,15,15
carbon pricing -> financial innovations,Q58 -> G29,"Agriculture, natural resources, and environment",Financial economics,Cross-field boundary,0.40908004136151405,0.20826897036368278,0,13,13
central bank independence -> energy prices,E58 -> Q41,Macroeconomics and monetary economics,"Agriculture, natural resources, and environment",Cross-field boundary,0.408936666105976,0.2071983701203154,0,14,14
patents -> sustainability,O34 -> Q01,"Economic development, innovation, and growth","Agriculture, natural resources, and environment",Cross-field boundary,0.40893498012796053,0.20820140013565627,0,13,13
supply shocks -> perturbation methods,Q31 -> C60,"Agriculture, natural resources, and environment",Mathematical and quantitative methods,Cross-field boundary,0.40881872892614535,0.20971007002194203,0,11,11
climate change -> home production,Q54 -> D13,"Agriculture, natural resources, and environment",Microeconomics,Cross-field boundary,0.4087588119157245,0.20693629655070186,0,14,14
economic integration -> energy prices,F15 -> Q41,International economics,"Agriculture, natural resources, and environment",Cross-field boundary,0.4086891556105319,0.20610781700426145,0,15,15
limited liability -> energy prices,K13 -> Q41,Law and economics,"Agriculture, natural resources, and environment",Cross-field boundary,0.4086162406330858,0.20752921706870814,0,13,13
unions -> pollution,J51 -> Q53,Labor and demographic economics,"Agriculture, natural resources, and environment",Cross-field boundary,0.40856783788451556,0.20666410665641607,0,14,14
energy prices -> statistical discrimination,Q41 -> J79,"Agriculture, natural resources, and environment",Labor and demographic economics,Cross-field boundary,0.40855170767037596,0.2066158929898595,0,14,14
public education -> pollution,H52 -> Q53,Public economics,"Agriculture, natural resources, and environment",Cross-field boundary,0.4085493150867678,0.20840790924148664,0,12,12
technology -> climate change,L63 -> Q54,Industrial organization,"Agriculture, natural resources, and environment",Cross-field boundary,0.4084470437769759,0.209161544644485,0,11,11
altruism -> agricultural productivity,D64 -> Q11,Microeconomics,"Agriculture, natural resources, and environment",Cross-field boundary,0.4084437255188013,0.2072733991700038,0,13,13
social security -> predation,H55 -> Q57,Public economics,"Agriculture, natural resources, and environment",Cross-field boundary,0.40826122343201,0.2047809329109522,0,16,16
corruption -> sustainability,H57 -> Q01,Public economics,"Agriculture, natural resources, and environment",Cross-field boundary,0.40812748812641203,0.2052616146549803,0,15,15
expectations -> geoengineering breakthroughs,D84 -> Q55,Microeconomics,"Agriculture, natural resources, and environment",Cross-field boundary,0.407927996423104,0.2065186397936868,0,13,13
entrepreneurship -> carbon pricing,M13 -> Q58,Business administration and business economics,"Agriculture, natural resources, and environment",Cross-field boundary,0.40777475383401574,0.20711632538904903,0,12,12
credit constraints -> energy prices,E51 -> Q41,Macroeconomics and monetary economics,"Agriculture, natural resources, and environment",Cross-field boundary,0.4077545660259928,0.2070456493991622,0,12,12
capital mobility -> sustainability,F20 -> Q01,International economics,"Agriculture, natural resources, and environment",Cross-field boundary,0.4076922409551052,0.20613849331231637,0,13,13
agricultural productivity -> asymmetric information,Q11 -> D82,"Agriculture, natural resources, and environment",Microeconomics,Cross-field boundary,0.4076584178038753,0.20700109839765873,0,12,12
altruism -> energy prices,D64 -> Q41,Microeconomics,"Agriculture, natural resources, and environment",Cross-field boundary,0.4075657226679116,0.20773395256643282,0,11,11
green assets -> consumption,Q48 -> E21,"Agriculture, natural resources, and environment",Macroeconomics and monetary economics,Cross-field boundary,0.4075191069471007,0.20870790314049262,0,10,10
decentralization -> predation,H77 -> Q57,Public economics,"Agriculture, natural resources, and environment",Cross-field boundary,0.40750585196394085,0.2050561689310167,0,14,14
banks -> expected costs of introducing new varieties,G21 -> Q16,Financial economics,"Agriculture, natural resources, and environment",Cross-field boundary,0.40744872123888365,0.20574026663486086,0,13,13
carbon pricing -> gender,Q58 -> J16,"Agriculture, natural resources, and environment",Labor and demographic economics,Cross-field boundary,0.4074408116422645,0.20747394282484088,0,11,11
emu -> energy prices,F36 -> Q41,International economics,"Agriculture, natural resources, and environment",Cross-field boundary,0.4074262790763109,0.20656914361347153,0,12,12
fiscal policy -> geoengineering breakthroughs,E62 -> Q55,Macroeconomics and monetary economics,"Agriculture, natural resources, and environment",Cross-field boundary,0.4073133091437179,0.20648698421010908,0,12,12
climate change -> bayesian learning,Q54 -> C11,"Agriculture, natural resources, and environment",Mathematical and quantitative methods,Cross-field boundary,0.40730005442738465,0.2083769292014769,0,10,10
property rights -> substitutes,P14 -> Q42,Economic systems,"Agriculture, natural resources, and environment",Cross-field boundary,0.4072837743980139,0.2072445864664611,0,11,11
overruling -> monitoring costs,L43 -> Q52,Industrial organization,"Agriculture, natural resources, and environment",Cross-field boundary,0.40727826127215583,0.20730499556617463,0,11,11
expected profits -> predation,D33 -> Q57,Microeconomics,"Agriculture, natural resources, and environment",Cross-field boundary,0.4071997521276962,0.20459341392237756,0,14,14
counterfeiting -> energy prices,K42 -> Q41,Law and economics,"Agriculture, natural resources, and environment",Cross-field boundary,0.407164548432973,0.20617660217980982,0,12,12
carbon pricing -> horizontal mergers,Q58 -> L41,"Agriculture, natural resources, and environment",Industrial organization,Cross-field boundary,0.40716178088751026,0.20710095449202728,0,11,11
tenure -> personalized medicine,Q15 -> I11,"Agriculture, natural resources, and environment","Health, education, and welfare",Cross-field boundary,0.40711460314614806,0.20609500266805084,0,12,12
retailer integration -> carbon pricing,L81 -> Q58,Industrial organization,"Agriculture, natural resources, and environment",Cross-field boundary,0.4070755157598753,0.20797361778920476,0,10,10
capital taxation -> predation,H24 -> Q57,Public economics,"Agriculture, natural resources, and environment",Cross-field boundary,0.40700898114061346,0.20507659680420925,0,13,13
investment subsidies -> sustainability,H25 -> Q01,Public economics,"Agriculture, natural resources, and environment",Cross-field boundary,0.40700594275614205,0.20591929918284893,0,12,12
credit constraints -> predation,E51 -> Q57,Macroeconomics and monetary economics,"Agriculture, natural resources, and environment",Cross-field boundary,0.40698447776348445,0.20588525619523348,0,12,12
climate change -> unions,Q54 -> J51,"Agriculture, natural resources, and environment",Labor and demographic economics,Cross-field boundary,0.4069276950569885,0.2078870243056466,0,10,10
technological progress -> commodity prices,O39 -> Q02,"Economic development, innovation, and growth","Agriculture, natural resources, and environment",Cross-field boundary,0.4068576026741989,0.20671423019646215,0,11,11
counterfeiting -> valuation effects,K42 -> Q51,Law and economics,"Agriculture, natural resources, and environment",Cross-field boundary,0.4068481213367231,0.20570017047690387,0,12,12
energy prices -> efficiency wages,Q41 -> J33,"Agriculture, natural resources, and environment",Labor and demographic economics,Cross-field boundary,0.4068452548476808,0.20485776056198318,0,13,13
emu -> predation,F36 -> Q57,International economics,"Agriculture, natural resources, and environment",Cross-field boundary,0.4066700698042094,0.20540242799340108,0,12,12
workers' bargaining power -> climate change,J52 -> Q54,Labor and demographic economics,"Agriculture, natural resources, and environment",Cross-field boundary,0.406622816575133,0.2053412129545213,0,12,12
human capital -> resource availability,J24 -> Q21,Labor and demographic economics,"Agriculture, natural resources, and environment",Cross-field boundary,0.4065181524206789,0.206137298659149,0,11,11
financial constraints -> pollution,H60 -> Q53,Public economics,"Agriculture, natural resources, and environment",Cross-field boundary,0.4065106045980867,0.2052030990076604,0,12,12
supply shocks -> inequality,Q43 -> I24,"Agriculture, natural resources, and environment","Health, education, and welfare",Cross-field boundary,0.40650744273993944,0.20608512260981285,0,11,11
blockchain technology -> predation,E42 -> Q57,Macroeconomics and monetary economics,"Agriculture, natural resources, and environment",Cross-field boundary,0.4064852958734366,0.20512044535236332,0,12,12
horizontal mergers -> climate change,L41 -> Q54,Industrial organization,"Agriculture, natural resources, and environment",Cross-field boundary,0.4064848673820713,0.20516285262945602,0,12,12
globotics -> pollution,F01 -> Q53,International economics,"Agriculture, natural resources, and environment",Cross-field boundary,0.4064730261203727,0.2070584006815224,0,10,10
public education -> carbon pricing,H52 -> Q58,Public economics,"Agriculture, natural resources, and environment",Cross-field boundary,0.40646813399545956,0.2070471516106343,0,10,10
supply shocks -> legal reform,Q31 -> K41,"Agriculture, natural resources, and environment",Law and economics,Cross-field boundary,0.4064315564418407,0.20594861525989333,0,11,11
green assets -> health improvements,Q48 -> I12,"Agriculture, natural resources, and environment","Health, education, and welfare",Cross-field boundary,0.40635393895570243,0.20805385825171402,0,9,9
exchange rates -> tax on agricultural goods,F31 -> Q17,International economics,"Agriculture, natural resources, and environment",Cross-field boundary,0.40630225801545655,0.21103932384486865,0,7,7
joining the ems -> monitoring costs,J45 -> Q52,Labor and demographic economics,"Agriculture, natural resources, and environment",Cross-field boundary,0.40629681133952666,0.20484306721320744,0,12,12
liquidity -> predation,E41 -> Q57,Macroeconomics and monetary economics,"Agriculture, natural resources, and environment",Cross-field boundary,0.4062856753286563,0.20572225667046642,0,11,11
market integration -> climate change,F02 -> Q54,International economics,"Agriculture, natural resources, and environment",Cross-field boundary,0.4062816109205357,0.20572428745953245,0,11,11
energy prices -> mergers,Q41 -> G34,"Agriculture, natural resources, and environment",Financial economics,Cross-field boundary,0.40626175809524845,0.2056975274657146,0,11,11
perturbation methods -> supply shocks,C60 -> Q31,Mathematical and quantitative methods,"Agriculture, natural resources, and environment",Cross-field boundary,0.40625347488675395,0.20677807563210393,0,10,10
substitutes -> market efficiency,Q42 -> G14,"Agriculture, natural resources, and environment",Financial economics,Cross-field boundary,0.4062153231213766,0.2056728909352916,0,11,11
agricultural policies -> financial distress,Q18 -> G33,"Agriculture, natural resources, and environment",Financial economics,Cross-field boundary,0.40621219720826734,0.2056282983306312,0,11,11
consumer surplus -> neofisherianism,D11 -> Q22,Microeconomics,"Agriculture, natural resources, and environment",Cross-field boundary,0.4061783348868235,0.20561078833670404,0,11,11
substitutes -> precautionary savings,Q42 -> D14,"Agriculture, natural resources, and environment",Microeconomics,Cross-field boundary,0.4061575833924841,0.20652191426706318,0,10,10
resource availability -> higher wages,Q21 -> J31,"Agriculture, natural resources, and environment",Labor and demographic economics,Cross-field boundary,0.4061523456632168,0.206670573837522,0,10,10
agricultural policies -> investment decisions,Q18 -> G11,"Agriculture, natural resources, and environment",Financial economics,Cross-field boundary,0.4061483692683097,0.20461910666234834,0,12,12
educational attainment -> predation,I21 -> Q57,"Health, education, and welfare","Agriculture, natural resources, and environment",Cross-field boundary,0.40614064389118854,0.20461755836567824,0,12,12
predation -> borrowing constraints,Q57 -> F34,"Agriculture, natural resources, and environment",International economics,Cross-field boundary,0.406096966961536,0.20374835084385834,0,13,13
agricultural productivity -> managerial decisions,Q11 -> M51,"Agriculture, natural resources, and environment",Business administration and business economics,Cross-field boundary,0.4060513020723401,0.20902080513002425,0,8,8
green assets -> banks,Q48 -> G21,"Agriculture, natural resources, and environment",Financial economics,Cross-field boundary,0.40604122628931444,0.2063524627988604,0,10,10
substitutes -> investor behavior,Q42 -> G41,"Agriculture, natural resources, and environment",Financial economics,Cross-field boundary,0.4060371920443339,0.20533877732705158,0,11,11
emu -> economic resources,F36 -> Q32,International economics,"Agriculture, natural resources, and environment",Cross-field boundary,0.40602515172628045,0.20538645913771628,0,11,11
auction outcomes -> geoengineering breakthroughs,D44 -> Q55,Microeconomics,"Agriculture, natural resources, and environment",Cross-field boundary,0.40602443866758814,0.20536428772499074,0,11,11
efficiency wages -> energy prices,J33 -> Q41,Labor and demographic economics,"Agriculture, natural resources, and environment",Cross-field boundary,0.40597715668933393,0.20628944404127975,0,10,10
higher wages -> resource availability,J31 -> Q21,Labor and demographic economics,"Agriculture, natural resources, and environment",Cross-field boundary,0.4059761123600261,0.2063012486153508,0,10,10
tenure -> entrepreneurship,Q15 -> M13,"Agriculture, natural resources, and environment",Business administration and business economics,Cross-field boundary,0.4058985550719387,0.2051596616780651,0,11,11
trade liberalization -> neofisherianism,F13 -> Q22,International economics,"Agriculture, natural resources, and environment",Cross-field boundary,0.4058538398417832,0.20609699853405264,0,10,10
decentralization -> energy prices,H77 -> Q41,Public economics,"Agriculture, natural resources, and environment",Cross-field boundary,0.40582863303229383,0.20605072912712258,0,10,10
supply shocks -> blockchain technology,Q43 -> E42,"Agriculture, natural resources, and environment",Macroeconomics and monetary economics,Cross-field boundary,0.40581893111578554,0.20851447954951596,0,8,8
dividends -> predation,G35 -> Q57,Financial economics,"Agriculture, natural resources, and environment",Cross-field boundary,0.4058085151449759,0.20412404574140605,0,12,12
unions -> carbon pricing,J51 -> Q58,Labor and demographic economics,"Agriculture, natural resources, and environment",Cross-field boundary,0.40578839515115434,0.20498761841776553,0,11,11
dividends -> tenure,G35 -> Q15,Financial economics,"Agriculture, natural resources, and environment",Cross-field boundary,0.4057645914991495,0.20407550506778396,0,12,12
monitoring costs -> hegemony,Q52 -> F54,"Agriculture, natural resources, and environment",International economics,Cross-field boundary,0.405760394481412,0.20494299043513417,0,11,11
capital flows -> geoengineering breakthroughs,F32 -> Q55,International economics,"Agriculture, natural resources, and environment",Cross-field boundary,0.40574741858083135,0.20403014145008955,0,12,12
financial integration -> energy prices,F30 -> Q41,International economics,"Agriculture, natural resources, and environment",Cross-field boundary,0.40572378086646915,0.204893027526324,0,11,11
commodity prices -> technological progress,Q02 -> O39,"Agriculture, natural resources, and environment","Economic development, innovation, and growth",Cross-field boundary,0.4057098148804476,0.20488129557332196,0,11,11
monitoring costs -> increased immigration,Q52 -> K37,"Agriculture, natural resources, and environment",Law and economics,Cross-field boundary,0.4057058968709817,0.2048718580482863,0,11,11
financial intermediaries -> predation,G23 -> Q57,Financial economics,"Agriculture, natural resources, and environment",Cross-field boundary,0.40568375295341014,0.20394681990353777,0,12,12
energy prices -> systemic risk,Q41 -> E44,"Agriculture, natural resources, and environment",Macroeconomics and monetary economics,Cross-field boundary,0.4056215499567965,0.20572890754574397,0,10,10
resource allocation -> predation,D45 -> Q57,Microeconomics,"Agriculture, natural resources, and environment",Cross-field boundary,0.40560548291573956,0.20471912487083788,0,11,11
economic booms -> mergers,Q33 -> G34,"Agriculture, natural resources, and environment",Financial economics,Cross-field boundary,0.405563184773558,0.205688850679264,0,10,10
pollution -> network structure,Q53 -> D85,"Agriculture, natural resources, and environment",Microeconomics,Cross-field boundary,0.4055242272994538,0.20459529319203063,0,11,11
carbon pricing -> retailer integration,Q58 -> L81,"Agriculture, natural resources, and environment",Industrial organization,Cross-field boundary,0.4055098826504667,0.20367911112846224,0,12,12
agricultural policies -> public debt,Q18 -> H63,"Agriculture, natural resources, and environment",Public economics,Cross-field boundary,0.4055076916524848,0.20457916790182654,0,11,11
bankruptcy -> monitoring costs,K35 -> Q52,Law and economics,"Agriculture, natural resources, and environment",Cross-field boundary,0.4055071853843412,0.20673135630641098,0,9,9
union bargaining power -> monitoring costs,J50 -> Q52,Labor and demographic economics,"Agriculture, natural resources, and environment",Cross-field boundary,0.40549590409445346,0.20456422194499788,0,11,11
legal reform -> geoengineering breakthroughs,K41 -> Q55,Law and economics,"Agriculture, natural resources, and environment",Cross-field boundary,0.4054934168381588,0.2036572155820491,0,12,12
horizontal mergers -> carbon pricing,L41 -> Q58,Industrial organization,"Agriculture, natural resources, and environment",Cross-field boundary,0.40548134919234274,0.20561944249504288,0,10,10
legal reform -> agricultural productivity,K41 -> Q11,Law and economics,"Agriculture, natural resources, and environment",Cross-field boundary,0.40547627309549306,0.20554101062793492,0,10,10
risk premia -> tenure,G22 -> Q15,Financial economics,"Agriculture, natural resources, and environment",Cross-field boundary,0.40547546395525347,0.204522852289997,0,11,11
agricultural productivity -> gender,Q11 -> J16,"Agriculture, natural resources, and environment",Labor and demographic economics,Cross-field boundary,0.40546167865238913,0.2067721184506323,0,9,9
unions -> climate change,J51 -> Q54,Labor and demographic economics,"Agriculture, natural resources, and environment",Cross-field boundary,0.40541152697797683,0.20443101706280892,0,11,11
climate change -> offshoring,Q54 -> L24,"Agriculture, natural resources, and environment",Industrial organization,Cross-field boundary,0.40533141138976925,0.20528568415205986,0,10,10
personalized medicine -> predation,I11 -> Q57,"Health, education, and welfare","Agriculture, natural resources, and environment",Cross-field boundary,0.4053014292015871,0.20426071043636523,0,11,11
financial intermediaries -> energy prices,G23 -> Q41,Financial economics,"Agriculture, natural resources, and environment",Cross-field boundary,0.4052275528937517,0.20512868772468376,0,10,10
monetary expansion -> pollution,E59 -> Q53,Macroeconomics and monetary economics,"Agriculture, natural resources, and environment",Cross-field boundary,0.4052232574281893,0.2062443880700937,0,9,9
carbon pricing -> increasing returns,Q58 -> I26,"Agriculture, natural resources, and environment","Health, education, and welfare",Cross-field boundary,0.4051660084401555,0.2050473514548078,0,10,10
consumption -> green assets,E21 -> Q48,Macroeconomics and monetary economics,"Agriculture, natural resources, and environment",Cross-field boundary,0.4051432428320859,0.2040199710249814,0,11,11
predation -> unemployment,Q57 -> J64,"Agriculture, natural resources, and environment",Labor and demographic economics,Cross-field boundary,0.40509966839844136,0.20308969379474826,0,12,12
geoengineering breakthroughs -> capital flows,Q55 -> F32,"Agriculture, natural resources, and environment",International economics,Cross-field boundary,0.4050896456014602,0.20599528168101866,0,9,9
substitutes -> blockchain technology,Q42 -> E42,"Agriculture, natural resources, and environment",Macroeconomics and monetary economics,Cross-field boundary,0.4050817274049492,0.20489950482581745,0,10,10
supply shocks -> housing prices,Q43 -> R31,"Agriculture, natural resources, and environment","Urban, rural, and regional economics",Cross-field boundary,0.40506676391461693,0.20872275543344282,0,7,7
privatization -> climate change,L33 -> Q54,Industrial organization,"Agriculture, natural resources, and environment",Cross-field boundary,0.4050404154620555,0.2048441333222442,0,10,10
supply shocks -> enhanced cooperation,Q43 -> F55,"Agriculture, natural resources, and environment",International economics,Cross-field boundary,0.4050360508967729,0.20596394584523534,0,9,9
increased immigration -> carbon pricing,K37 -> Q58,Law and economics,"Agriculture, natural resources, and environment",Cross-field boundary,0.4050272298712587,0.2071915612684824,0,8,8
vertical integration -> valuation effects,L22 -> Q51,Industrial organization,"Agriculture, natural resources, and environment",Cross-field boundary,0.4049594516107097,0.2037484184576881,0,11,11
dynamic price index (dpi) -> tenure,C43 -> Q15,Mathematical and quantitative methods,"Agriculture, natural resources, and environment",Cross-field boundary,0.40493857943377354,0.20590823834631766,0,9,9
cultural factors -> carbon pricing,Z10 -> Q58,Other special topics,"Agriculture, natural resources, and environment",Cross-field boundary,0.404920834123171,0.20585111807368695,0,9,9
geoengineering breakthroughs -> unemployment,Q55 -> J64,"Agriculture, natural resources, and environment",Labor and demographic economics,Cross-field boundary,0.404901331410488,0.20464264017762757,0,10,10
contract design -> carbon pricing,K12 -> Q58,Law and economics,"Agriculture, natural resources, and environment",Cross-field boundary,0.404892372711322,0.20460931968154236,0,10,10
blockchain technology -> supply shocks,E42 -> Q43,Macroeconomics and monetary economics,"Agriculture, natural resources, and environment",Cross-field boundary,0.40485798191389466,0.205697326659045,0,9,9
data availability -> monitoring costs,C81 -> Q52,Mathematical and quantitative methods,"Agriculture, natural resources, and environment",Cross-field boundary,0.40479718792618075,0.20448114487921762,0,10,10
